InvoiceNo,StockCode,Description,Quantity,date,price,Country
537673,21429,RED GINGHAM ROSE JEWELLERY BOX,10,12/8/10 9:49,"1,65",Germany
537673,22467,GUMBALL COAT RACK,36,12/8/10 9:49,"2,1",Germany
537673,22625,RED KITCHEN SCALES,24,12/8/10 9:49,"7,65",Germany
537673,22627,MINT KITCHEN SCALES,6,12/8/10 9:49,"8,5",Germany
537673,85049E,SCANDINAVIAN REDS RIBBONS,24,12/8/10 9:49,"1,25",Germany
537673,20979,36 PENCILS TUBE RED RETROSPOT,32,12/8/10 9:49,"1,25",Germany
537673,POST,POSTAGE,7,12/8/10 9:49,18,Germany
539401,21485,RETROSPOT HEART HOT WATER BOTTLE,15,12/17/10 12:02,"4,95",Germany
539401,21258,VICTORIAN SEWING BOX LARGE,16,12/17/10 12:02,"10,95",Germany
539401,22343,PARTY PIZZA DISH RED RETROSPOT,24,12/17/10 12:02,"0,21",Germany
539401,22504,CABIN BAG VINTAGE RETROSPOT,12,12/17/10 12:02,"12,75",Germany
539401,22503,CABIN BAG VINTAGE PAISLEY,12,12/17/10 12:02,"12,75",Germany
539401,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,12/17/10 12:02,"1,25",Germany
539401,20685,DOORMAT RED RETROSPOT,30,12/17/10 12:02,"6,75",Germany
