InvoiceNo,StockCode,Description,Quantity,date,price,Country
554106,22531,MAGIC DRAWING SLATE CIRCUS PARADE,24,5/22/11 14:05,"0,42",Germany
554106,22534,MAGIC DRAWING SLATE SPACEBOY,24,5/22/11 14:05,"0,42",Germany
554106,22617,BAKING SET SPACEBOY DESIGN,3,5/22/11 14:05,"4,95",Germany
554106,22138,BAKING SET 9 PIECE RETROSPOT,3,5/22/11 14:05,"4,95",Germany
554106,22513,DOORSTOP FOOTBALL DESIGN,4,5/22/11 14:05,"3,75",Germany
554106,22510,GINGHAM BABUSHKA DOORSTOP,4,5/22/11 14:05,"3,75",Germany
554106,22367,CHILDRENS APRON SPACEBOY DESIGN,8,5/22/11 14:05,"1,95",Germany
554106,22899,CHILDREN'S APRON DOLLY GIRL,6,5/22/11 14:05,"2,1",Germany
554106,23256,CHILDRENS CUTLERY SPACEBOY,4,5/22/11 14:05,"4,15",Germany
554106,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,5/22/11 14:05,"4,15",Germany
554106,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,5/22/11 14:05,"4,15",Germany
554106,23254,CHILDRENS CUTLERY DOLLY GIRL,4,5/22/11 14:05,"4,15",Germany
554106,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,5/22/11 14:05,"8,5",Germany
554106,22635,CHILDS BREAKFAST SET DOLLY GIRL,2,5/22/11 14:05,"9,95",Germany
554106,22634,CHILDS BREAKFAST SET SPACEBOY,2,5/22/11 14:05,"9,95",Germany
554106,21558,SKULL LUNCH BOX WITH CUTLERY,6,5/22/11 14:05,"2,55",Germany
554106,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,5/22/11 14:05,"2,95",Germany
554106,20727,LUNCH BAG  BLACK SKULL.,10,5/22/11 14:05,"1,65",Germany
554106,22629,SPACEBOY LUNCH BOX,12,5/22/11 14:05,"1,95",Germany
554106,22382,LUNCH BAG SPACEBOY DESIGN,10,5/22/11 14:05,"1,65",Germany
554106,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6,5/22/11 14:05,"2,55",Germany
554106,22384,LUNCH BAG PINK POLKADOT,10,5/22/11 14:05,"1,65",Germany
554106,22630,DOLLY GIRL LUNCH BOX,12,5/22/11 14:05,"1,95",Germany
554106,22631,CIRCUS PARADE LUNCH BOX,12,5/22/11 14:05,"1,95",Germany
554106,22662,LUNCH BAG DOLLY GIRL DESIGN,10,5/22/11 14:05,"1,65",Germany
554106,22434,BALLOON PUMP WITH 10 BALLOONS,8,5/22/11 14:05,"1,95",Germany
554106,22437,SET OF 9 BLACK SKULL BALLOONS,20,5/22/11 14:05,"0,85",Germany
554106,22991,GIRAFFE WOODEN RULER,12,5/22/11 14:05,"1,95",Germany
554106,22561,WOODEN SCHOOL COLOURING SET,12,5/22/11 14:05,"1,65",Germany
554106,20981,12 PENCILS TALL TUBE WOODLAND,12,5/22/11 14:05,"0,85",Germany
554106,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,5/22/11 14:05,"0,85",Germany
554106,20982,12 PENCILS TALL TUBE SKULLS,12,5/22/11 14:05,"0,85",Germany
554106,21058,PARTY INVITES WOODLAND,12,5/22/11 14:05,"0,85",Germany
554106,21062,PARTY INVITES SPACEMAN,12,5/22/11 14:05,"0,85",Germany
554106,21059,PARTY INVITES DINOSAURS,12,5/22/11 14:05,"0,85",Germany
554106,21061,PARTY INVITES FOOTBALL,12,5/22/11 14:05,"0,85",Germany
554106,22331,WOODLAND PARTY BAG + STICKER SET,8,5/22/11 14:05,"1,65",Germany
554106,22333,RETROSPOT PARTY BAG + STICKER SET,8,5/22/11 14:05,"1,65",Germany
554106,22334,DINOSAUR PARTY BAG + STICKER SET,8,5/22/11 14:05,"1,65",Germany
554106,22332,SKULLS PARTY BAG + STICKER SET,8,5/22/11 14:05,"1,65",Germany
554106,22129,PARTY CONES CANDY TREE DECORATION,12,5/22/11 14:05,"0,85",Germany
554106,22379,RECYCLING BAG RETROSPOT,5,5/22/11 14:05,"2,1",Germany
554106,22380,TOY TIDY SPACEBOY,5,5/22/11 14:05,"2,1",Germany
554106,POST,POSTAGE,4,5/22/11 14:05,18,Germany
C555346,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-1,6/2/11 11:54,"8,5",Germany
C555346,22634,CHILDS BREAKFAST SET SPACEBOY,-1,6/2/11 11:54,"9,95",Germany
558717,21746,SMALL RED RETROSPOT WINDMILL,12,7/1/11 13:22,"1,25",Germany
558717,21747,SMALL SKULL WINDMILL,12,7/1/11 13:22,"1,25",Germany
558717,22492,MINI PAINT SET VINTAGE,36,7/1/11 13:22,"0,65",Germany
558717,POST,POSTAGE,1,7/1/11 13:22,18,Germany
565416,23290,SPACEBOY CHILDRENS BOWL,8,9/4/11 12:00,"1,25",Germany
565416,23292,SPACEBOY CHILDRENS CUP,8,9/4/11 12:00,"1,25",Germany
565416,23291,DOLLY GIRL CHILDRENS CUP,8,9/4/11 12:00,"1,25",Germany
565416,23289,DOLLY GIRL CHILDRENS BOWL,8,9/4/11 12:00,"1,25",Germany
