InvoiceNo,StockCode,Description,Quantity,date,price,Country
542080,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,1/25/11 12:16,"3,75",Germany
542080,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,1/25/11 12:16,"1,25",Germany
542080,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,1/25/11 12:16,"1,25",Germany
542080,22741,FUNKY DIVA PEN,48,1/25/11 12:16,"0,85",Germany
542080,22740,POLKADOT PEN,48,1/25/11 12:16,"0,85",Germany
542080,22333,RETROSPOT PARTY BAG + STICKER SET,8,1/25/11 12:16,"1,65",Germany
542080,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,1/25/11 12:16,"0,85",Germany
542080,21086,SET/6 RED SPOTTY PAPER CUPS,12,1/25/11 12:16,"0,65",Germany
542080,21094,SET/6 RED SPOTTY PAPER PLATES,12,1/25/11 12:16,"0,85",Germany
542080,20682,RED RETROSPOT CHILDRENS UMBRELLA,12,1/25/11 12:16,"3,25",Germany
542080,22960,JAM MAKING SET WITH JARS,6,1/25/11 12:16,"4,25",Germany
542080,20675,BLUE POLKADOT BOWL,8,1/25/11 12:16,"1,25",Germany
542080,21240,BLUE POLKADOT CUP,8,1/25/11 12:16,"0,85",Germany
542080,21242,RED RETROSPOT PLATE,8,1/25/11 12:16,"1,69",Germany
542080,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,1/25/11 12:16,"3,75",Germany
542080,20676,RED RETROSPOT BOWL,8,1/25/11 12:16,"1,25",Germany
542080,21238,RED RETROSPOT CUP,8,1/25/11 12:16,"0,85",Germany
542080,21156,RETROSPOT CHILDRENS APRON,8,1/25/11 12:16,"1,95",Germany
542080,22433,WATERING CAN GREEN DINOSAUR,12,1/25/11 12:16,"1,95",Germany
542080,22432,WATERING CAN PINK BUNNY,12,1/25/11 12:16,"1,95",Germany
542080,22242,5 HOOK HANGER MAGIC TOADSTOOL,8,1/25/11 12:16,"1,65",Germany
542080,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,1/25/11 12:16,"1,65",Germany
542080,21731,RED TOADSTOOL LED NIGHT LIGHT,12,1/25/11 12:16,"1,65",Germany
542080,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,1/25/11 12:16,"1,95",Germany
542080,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,1/25/11 12:16,"2,55",Germany
542080,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,1/25/11 12:16,"2,55",Germany
542080,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,1/25/11 12:16,"3,75",Germany
542080,22857,ASSORTED EASTER GIFT TAGS,12,1/25/11 12:16,"0,85",Germany
542080,22585,PACK OF 6 BIRDY GIFT TAGS,12,1/25/11 12:16,"1,25",Germany
542080,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,1/25/11 12:16,"2,95",Germany
542080,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,1/25/11 12:16,"2,95",Germany
542080,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,1/25/11 12:16,"1,25",Germany
542080,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,1/25/11 12:16,"1,25",Germany
542080,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,1/25/11 12:16,"1,25",Germany
542080,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,1/25/11 12:16,"1,25",Germany
542080,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,1/25/11 12:16,"4,95",Germany
542080,21121,SET/10 RED POLKADOT PARTY CANDLES,24,1/25/11 12:16,"1,25",Germany
542080,20719,WOODLAND CHARLOTTE BAG,20,1/25/11 12:16,"0,85",Germany
542080,20713,JUMBO BAG OWLS,10,1/25/11 12:16,"1,95",Germany
542080,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,1/25/11 12:16,"2,95",Germany
542080,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,1/25/11 12:16,"1,95",Germany
542080,22386,JUMBO BAG PINK POLKADOT,10,1/25/11 12:16,"1,95",Germany
542080,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,1/25/11 12:16,"1,95",Germany
542080,85099B,JUMBO BAG RED RETROSPOT,10,1/25/11 12:16,"1,95",Germany
542080,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,1/25/11 12:16,"1,95",Germany
542080,20712,JUMBO BAG WOODLAND ANIMALS,10,1/25/11 12:16,"1,95",Germany
542080,84247L,FAWN AND MUSHROOM GREETING CARD,12,1/25/11 12:16,"0,42",Germany
542080,21439,BASKET OF TOADSTOOLS,12,1/25/11 12:16,"1,25",Germany
542080,22355,CHARLOTTE BAG SUKI DESIGN,10,1/25/11 12:16,"0,85",Germany
542080,20681,PINK POLKADOT CHILDRENS UMBRELLA,6,1/25/11 12:16,"3,25",Germany
542080,21578,WOODLAND DESIGN  COTTON TOTE BAG,6,1/25/11 12:16,"2,25",Germany
542080,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12,1/25/11 12:16,"1,25",Germany
542080,POST,POSTAGE,5,1/25/11 12:16,18,Germany
