InvoiceNo,StockCode,Description,Quantity,date,price,Country
542369,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,12,1/27/11 13:08,"1,65",Germany
542369,22255,FELT TOADSTOOL  SMALL,12,1/27/11 13:08,"0,85",Germany
542369,22264,FELT FARM ANIMAL WHITE BUNNY,12,1/27/11 13:08,"0,85",Germany
542369,22254,FELT TOADSTOOL LARGE,12,1/27/11 13:08,"1,25",Germany
542369,21439,BASKET OF TOADSTOOLS,12,1/27/11 13:08,"1,25",Germany
542369,21580,RABBIT  DESIGN  COTTON TOTE BAG,6,1/27/11 13:08,"2,25",Germany
542369,22244,3 HOOK HANGER MAGIC GARDEN,12,1/27/11 13:08,"1,95",Germany
542369,22630,DOLLY GIRL LUNCH BOX,12,1/27/11 13:08,"1,95",Germany
542369,22631,CIRCUS PARADE LUNCH BOX,12,1/27/11 13:08,"1,95",Germany
542369,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,1/27/11 13:08,"2,95",Germany
542369,22492,MINI PAINT SET VINTAGE,36,1/27/11 13:08,"0,65",Germany
542369,22551,PLASTERS IN TIN SPACEBOY,12,1/27/11 13:08,"1,65",Germany
542369,22555,PLASTERS IN TIN STRONGMAN,24,1/27/11 13:08,"1,65",Germany
542369,22556,PLASTERS IN TIN CIRCUS PARADE,24,1/27/11 13:08,"1,65",Germany
542369,22557,PLASTERS IN TIN VINTAGE PAISLEY,24,1/27/11 13:08,"1,65",Germany
542369,POST,POSTAGE,1,1/27/11 13:08,18,Germany
551820,22382,LUNCH BAG SPACEBOY DESIGN,10,5/4/11 12:11,"1,65",Germany
551820,22551,PLASTERS IN TIN SPACEBOY,12,5/4/11 12:11,"1,65",Germany
551820,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,5/4/11 12:11,"1,65",Germany
551820,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,5/4/11 12:11,"2,55",Germany
551820,23199,JUMBO BAG APPLES,10,5/4/11 12:11,"2,08",Germany
551820,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,5/4/11 12:11,"2,95",Germany
551820,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,5/4/11 12:11,"2,55",Germany
551820,22993,SET OF 4 PANTRY JELLY MOULDS,24,5/4/11 12:11,"1,25",Germany
551820,20712,JUMBO BAG WOODLAND ANIMALS,20,5/4/11 12:11,"2,08",Germany
551820,22355,CHARLOTTE BAG SUKI DESIGN,10,5/4/11 12:11,"0,85",Germany
551820,20719,WOODLAND CHARLOTTE BAG,20,5/4/11 12:11,"0,85",Germany
551820,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,5/4/11 12:11,"2,95",Germany
551820,23204,CHARLOTTE BAG APPLES DESIGN,20,5/4/11 12:11,"0,85",Germany
551820,23205,CHARLOTTE BAG VINTAGE ALPHABET,10,5/4/11 12:11,"0,85",Germany
551820,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,5/4/11 12:11,"1,65",Germany
551820,23207,LUNCH BAG ALPHABET DESIGN,10,5/4/11 12:11,"1,65",Germany
551820,23206,LUNCH BAG APPLE DESIGN,10,5/4/11 12:11,"1,65",Germany
551820,20726,LUNCH BAG WOODLAND,10,5/4/11 12:11,"1,65",Germany
551820,22383,LUNCH BAG SUKI DESIGN,10,5/4/11 12:11,"1,65",Germany
551820,POST,POSTAGE,2,5/4/11 12:11,18,Germany
564039,22326,ROUND SNACK BOXES SET OF4 WOODLAND,24,8/22/11 12:40,"2,95",Germany
564039,22328,ROUND SNACK BOXES SET OF 4 FRUITS,24,8/22/11 12:40,"2,95",Germany
564039,21914,BLUE HARMONICA IN BOX,12,8/22/11 12:40,"1,25",Germany
564039,21915,RED  HARMONICA IN BOX,12,8/22/11 12:40,"1,25",Germany
564039,84375,SET OF 20 KIDS COOKIE CUTTERS,12,8/22/11 12:40,"2,1",Germany
564039,22745,POPPY'S PLAYHOUSE BEDROOM,6,8/22/11 12:40,"2,1",Germany
564039,21212,PACK OF 72 RETROSPOT CAKE CASES,24,8/22/11 12:40,"0,55",Germany
564039,21213,PACK OF 72 SKULL CAKE CASES,24,8/22/11 12:40,"0,55",Germany
564039,21975,PACK OF 60 DINOSAUR CAKE CASES,24,8/22/11 12:40,"0,55",Germany
564039,22553,PLASTERS IN TIN SKULLS,12,8/22/11 12:40,"1,65",Germany
564039,22898,CHILDRENS APRON APPLES DESIGN,8,8/22/11 12:40,"1,95",Germany
564039,22534,MAGIC DRAWING SLATE SPACEBOY,24,8/22/11 12:40,"0,42",Germany
564039,22537,MAGIC DRAWING SLATE DINOSAUR,24,8/22/11 12:40,"0,42",Germany
564039,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,8/22/11 12:40,"1,45",Germany
564039,23202,JUMBO BAG VINTAGE LEAF,10,8/22/11 12:40,"2,08",Germany
564039,21039,RED RETROSPOT SHOPPING BAG,6,8/22/11 12:40,"2,55",Germany
564039,22492,MINI PAINT SET VINTAGE,36,8/22/11 12:40,"0,65",Germany
564039,21731,RED TOADSTOOL LED NIGHT LIGHT,12,8/22/11 12:40,"1,65",Germany
564039,23237,SET OF 4 KNICK KNACK TINS LEAF,6,8/22/11 12:40,"4,15",Germany
564039,23244,ROUND STORAGE TIN VINTAGE LEAF,6,8/22/11 12:40,"1,95",Germany
564039,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,8/22/11 12:40,"4,15",Germany
564039,23308,SET OF 60 VINTAGE LEAF CAKE CASES,24,8/22/11 12:40,"0,55",Germany
564039,POST,POSTAGE,2,8/22/11 12:40,18,Germany
C565089,22553,PLASTERS IN TIN SKULLS,-12,9/1/11 10:27,"1,65",Germany
574679,22554,PLASTERS IN TIN WOODLAND ANIMALS,36,11/6/11 12:38,"1,65",Germany
574679,22556,PLASTERS IN TIN CIRCUS PARADE,36,11/6/11 12:38,"1,65",Germany
574679,22993,SET OF 4 PANTRY JELLY MOULDS,24,11/6/11 12:38,"1,25",Germany
574679,23392,SPACEBOY ROCKET LOLLY MAKERS,6,11/6/11 12:38,"2,08",Germany
574679,21264,WHITE GOOSE FEATHER TREE 60CM,12,11/6/11 12:38,"1,95",Germany
574679,23348,CHILDRENS TOY COOKING UTENSIL SET,12,11/6/11 12:38,"2,08",Germany
574679,22139,RETROSPOT TEA SET CERAMIC 11 PC,12,11/6/11 12:38,"4,95",Germany
574679,22551,PLASTERS IN TIN SPACEBOY,36,11/6/11 12:38,"1,65",Germany
574679,84375,SET OF 20 KIDS COOKIE CUTTERS,12,11/6/11 12:38,"2,1",Germany
574679,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,11/6/11 12:38,"2,1",Germany
574679,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,11/6/11 12:38,"0,42",Germany
574679,20719,WOODLAND CHARLOTTE BAG,20,11/6/11 12:38,"0,85",Germany
574679,23204,CHARLOTTE BAG APPLES DESIGN,20,11/6/11 12:38,"0,85",Germany
574679,POST,POSTAGE,3,11/6/11 12:38,18,Germany
