InvoiceNo,StockCode,Description,Quantity,date,price,Country
541277,10002,INFLATABLE POLITICAL GLOBE,1,1/17/11 11:46,"0,85",Germany
541277,22931,BAKING MOULD HEART WHITE CHOCOLATE,1,1/17/11 11:46,"2,55",Germany
541277,21826,EIGHT PIECE DINOSAUR SET,10,1/17/11 11:46,"1,25",Germany
541277,16235,RECYCLED PENCIL WITH RABBIT ERASER,30,1/17/11 11:46,"0,21",Germany
541277,20975,12 PENCILS SMALL TUBE RED RETROSPOT,10,1/17/11 11:46,"0,65",Germany
541277,20974,12 PENCILS SMALL TUBE SKULL,10,1/17/11 11:46,"0,65",Germany
541277,51014A,"FEATHER PEN,HOT PINK",12,1/17/11 11:46,"0,85",Germany
541277,51014L,"FEATHER PEN,LIGHT PINK",12,1/17/11 11:46,"0,85",Germany
541277,47599B,BLUE PARTY BAGS,4,1/17/11 11:46,"2,1",Germany
541277,47599A,PINK PARTY BAGS,4,1/17/11 11:46,"2,1",Germany
541277,22562,MONSTERS STENCIL CRAFT,6,1/17/11 11:46,"1,25",Germany
541277,22563,HAPPY STENCIL CRAFT,6,1/17/11 11:46,"1,25",Germany
541277,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,1/17/11 11:46,"5,45",Germany
541277,47590B,PINK HAPPY BIRTHDAY BUNTING,1,1/17/11 11:46,"5,45",Germany
541277,22516,CHILDS GARDEN RAKE BLUE,1,1/17/11 11:46,"2,1",Germany
541277,22619,SET OF 6 SOLDIER SKITTLES,4,1/17/11 11:46,"3,75",Germany
541277,22128,PARTY CONES CANDY ASSORTED,24,1/17/11 11:46,"1,25",Germany
541277,22620,4 TRADITIONAL SPINNING TOPS,8,1/17/11 11:46,"1,25",Germany
541277,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,12,1/17/11 11:46,"2,1",Germany
541277,22197,SMALL POPCORN HOLDER,10,1/17/11 11:46,"0,85",Germany
541277,21955,DOORMAT UNION JACK GUNS AND ROSES,1,1/17/11 11:46,"7,95",Germany
541277,22692,DOORMAT WELCOME TO OUR HOME,2,1/17/11 11:46,"7,95",Germany
541277,48188,DOORMAT WELCOME PUPPIES,1,1/17/11 11:46,"7,95",Germany
580512,21389,IVORY HANGING DECORATION  BIRD,12,12/4/11 13:55,"0,85",Germany
580512,21114,LAVENDER SCENTED FABRIC HEART,10,12/4/11 13:55,"1,25",Germany
580512,20750,RED RETROSPOT MINI CASES,4,12/4/11 13:55,"7,95",Germany
580512,20712,JUMBO BAG WOODLAND ANIMALS,10,12/4/11 13:55,"2,08",Germany
580512,20724,RED RETROSPOT CHARLOTTE BAG,10,12/4/11 13:55,"0,85",Germany
580512,85099B,JUMBO BAG RED RETROSPOT,10,12/4/11 13:55,"2,08",Germany
580512,23344,JUMBO BAG 50'S CHRISTMAS,10,12/4/11 13:55,"2,08",Germany
580512,21452,TOADSTOOL MONEY BOX,6,12/4/11 13:55,"2,95",Germany
580512,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,12/4/11 13:55,"4,95",Germany
580512,22138,BAKING SET 9 PIECE RETROSPOT,3,12/4/11 13:55,"4,95",Germany
580512,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,12/4/11 13:55,"1,65",Germany
580512,22555,PLASTERS IN TIN STRONGMAN,12,12/4/11 13:55,"1,65",Germany
580512,23493,VINTAGE DOILY TRAVEL SEWING KIT,20,12/4/11 13:55,"1,95",Germany
580512,23473,WOODLAND SMALL RED FELT HEART,12,12/4/11 13:55,"0,83",Germany
580512,23475,WOODLAND SMALL PINK FELT HEART,12,12/4/11 13:55,"0,83",Germany
580512,23480,MINI LIGHTS WOODLAND MUSHROOMS,12,12/4/11 13:55,"3,75",Germany
580512,23582,VINTAGE DOILY JUMBO BAG RED,10,12/4/11 13:55,"2,08",Germany
580512,23583,LUNCH BAG PAISLEY PARK,10,12/4/11 13:55,"1,65",Germany
580512,POST,POSTAGE,2,12/4/11 13:55,18,Germany
