InvoiceNo,StockCode,Description,Quantity,date,price,Country
568056,21786,POLKADOT RAIN HAT,24,9/23/11 12:55,"0,42",Germany
568056,21154,RED RETROSPOT OVEN GLOVE,10,9/23/11 12:55,"1,25",Germany
568056,22356,CHARLOTTE BAG PINK POLKADOT,10,9/23/11 12:55,"0,85",Germany
568056,23050,RECYCLED ACAPULCO MAT GREEN,4,9/23/11 12:55,"8,25",Germany
568056,23054,RECYCLED ACAPULCO MAT LAVENDER,4,9/23/11 12:55,"8,25",Germany
568056,21495,SKULLS AND CROSSBONES WRAP,25,9/23/11 12:55,"0,42",Germany
568056,23550,WRAP ALPHABET POSTER,25,9/23/11 12:55,"0,42",Germany
568056,23207,LUNCH BAG ALPHABET DESIGN,10,9/23/11 12:55,"1,65",Germany
568056,20719,WOODLAND CHARLOTTE BAG,10,9/23/11 12:55,"0,85",Germany
568056,23204,CHARLOTTE BAG APPLES DESIGN,20,9/23/11 12:55,"0,85",Germany
568056,22629,SPACEBOY LUNCH BOX,12,9/23/11 12:55,"1,95",Germany
568056,23206,LUNCH BAG APPLE DESIGN,10,9/23/11 12:55,"1,65",Germany
568056,22631,CIRCUS PARADE LUNCH BOX,12,9/23/11 12:55,"1,95",Germany
568056,22897,OVEN MITT APPLES DESIGN,20,9/23/11 12:55,"1,45",Germany
568056,23236,STORAGE TIN VINTAGE DOILY,12,9/23/11 12:55,"2,89",Germany
568056,23245,SET OF 3 REGENCY CAKE TINS,4,9/23/11 12:55,"4,95",Germany
568056,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,9/23/11 12:55,"3,25",Germany
568056,23205,CHARLOTTE BAG VINTAGE ALPHABET,10,9/23/11 12:55,"0,85",Germany
568056,23242,TREASURE TIN BUFFALO BILL,6,9/23/11 12:55,"2,08",Germany
568056,23241,TREASURE TIN GYMKHANA DESIGN,6,9/23/11 12:55,"2,08",Germany
568056,21731,RED TOADSTOOL LED NIGHT LIGHT,24,9/23/11 12:55,"1,65",Germany
568056,20724,RED RETROSPOT CHARLOTTE BAG,10,9/23/11 12:55,"0,85",Germany
568056,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,9/23/11 12:55,"2,95",Germany
568056,22667,RECIPE BOX RETROSPOT,6,9/23/11 12:55,"2,95",Germany
568056,21787,RAIN PONCHO RETROSPOT,24,9/23/11 12:55,"0,85",Germany
568056,POST,POSTAGE,5,9/23/11 12:55,18,Germany
568056,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,9/23/11 12:55,"1,45",Germany
568056,21671,RED SPOT CERAMIC DRAWER KNOB,12,9/23/11 12:55,"1,45",Germany
568056,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,9/23/11 12:55,"1,45",Germany
568056,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,9/23/11 12:55,"1,45",Germany
568056,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,9/23/11 12:55,"1,45",Germany
568056,85049E,SCANDINAVIAN REDS RIBBONS,12,9/23/11 12:55,"1,25",Germany
568056,23355,HOT WATER BOTTLE KEEP CALM,4,9/23/11 12:55,"4,95",Germany
568056,21481,FAWN BLUE HOT WATER BOTTLE,4,9/23/11 12:55,"3,75",Germany
568056,22467,GUMBALL COAT RACK,36,9/23/11 12:55,"2,1",Germany
568056,22352,LUNCH BOX WITH CUTLERY RETROSPOT,12,9/23/11 12:55,"2,55",Germany
568056,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,9/23/11 12:55,"2,55",Germany
568056,21558,SKULL LUNCH BOX WITH CUTLERY,6,9/23/11 12:55,"2,55",Germany
C569485,23236,STORAGE TIN VINTAGE DOILY,-1,10/4/11 12:47,"2,89",Germany
C569485,23241,TREASURE TIN GYMKHANA DESIGN,-2,10/4/11 12:47,"2,08",Germany
