InvoiceNo,StockCode,Description,Quantity,date,price,Country
540769,22961,JAM MAKING SET PRINTED,12,1/11/11 10:38,"1,45",Germany
540769,22652,TRAVEL SEWING KIT,10,1/11/11 10:38,"1,65",Germany
540769,85176,SEWING SUSAN 21 NEEDLE SET,12,1/11/11 10:38,"0,85",Germany
540769,82482,WOODEN PICTURE FRAME WHITE FINISH,12,1/11/11 10:38,"2,55",Germany
540769,21135,VICTORIAN  METAL POSTCARD SPRING,8,1/11/11 10:38,"1,69",Germany
540769,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1/11/11 10:38,"1,65",Germany
540769,22984,CARD GINGHAM ROSE,12,1/11/11 10:38,"0,42",Germany
540769,22331,WOODLAND PARTY BAG + STICKER SET,8,1/11/11 10:38,"1,65",Germany
540769,POST,POSTAGE,1,1/11/11 10:38,18,Germany
543550,82494L,WOODEN FRAME ANTIQUE WHITE,12,2/10/11 9:43,"2,95",Germany
543550,21314,SMALL GLASS HEART TRINKET POT,8,2/10/11 9:43,"2,1",Germany
543550,22567,20 DOLLY PEGS RETROSPOT,12,2/10/11 9:43,"1,25",Germany
543550,20897,VINTAGE NOTEBOOK PARIS DAYS,6,2/10/11 9:43,"2,95",Germany
543550,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2/10/11 9:43,"0,85",Germany
543550,POST,POSTAGE,1,2/10/11 9:43,18,Germany
548412,82482,WOODEN PICTURE FRAME WHITE FINISH,36,3/31/11 10:38,"2,1",Germany
548412,22961,JAM MAKING SET PRINTED,12,3/31/11 10:38,"1,45",Germany
548412,POST,POSTAGE,1,3/31/11 10:38,18,Germany
553885,22961,JAM MAKING SET PRINTED,24,5/19/11 15:41,"1,45",Germany
553885,23112,PARISIENNE CURIO CABINET,2,5/19/11 15:41,"7,5",Germany
553885,85059,FRENCH ENAMEL WATER BASIN,4,5/19/11 15:41,"3,75",Germany
553885,22427,ENAMEL FLOWER JUG CREAM,3,5/19/11 15:41,"5,95",Germany
553885,POST,POSTAGE,1,5/19/11 15:41,18,Germany
553885,22803,IVORY EMBROIDERED QUILT,1,5/19/11 15:41,"39,95",Germany
C555013,23112,PARISIENNE CURIO CABINET,-1,5/31/11 10:44,"7,5",Germany
555417,22426,ENAMEL WASH BOWL CREAM,4,6/3/11 10:17,"3,75",Germany
555417,85054,FRENCH ENAMEL POT W LID,6,6/3/11 10:17,"2,95",Germany
555417,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,6/3/11 10:17,"1,45",Germany
555417,POST,POSTAGE,1,6/3/11 10:17,18,Germany
