InvoiceNo,StockCode,Description,Quantity,date,price,Country
561583,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,7/28/11 10:33,"2,95",Germany
561583,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,7/28/11 10:33,"4,95",Germany
561583,21787,RAIN PONCHO RETROSPOT,24,7/28/11 10:33,"0,85",Germany
561583,85014B,RED RETROSPOT UMBRELLA,3,7/28/11 10:33,"5,95",Germany
561583,15056BL,EDWARDIAN PARASOL BLACK,3,7/28/11 10:33,"5,95",Germany
561583,20679,EDWARDIAN PARASOL RED,3,7/28/11 10:33,"5,95",Germany
561583,22390,PAPERWEIGHT CHILDHOOD MEMORIES,6,7/28/11 10:33,"2,55",Germany
561583,22393,PAPERWEIGHT VINTAGE COLLAGE,6,7/28/11 10:33,"2,55",Germany
561583,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,12,7/28/11 10:33,"0,42",Germany
561583,22169,FAMILY ALBUM WHITE PICTURE FRAME,6,7/28/11 10:33,"8,5",Germany
561583,20750,RED RETROSPOT MINI CASES,4,7/28/11 10:33,"7,95",Germany
561583,21498,RED RETROSPOT WRAP,25,7/28/11 10:33,"0,42",Germany
561583,16161P,WRAP ENGLISH ROSE,25,7/28/11 10:33,"0,42",Germany
561583,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,7/28/11 10:33,"1,65",Germany
561583,21121,SET/10 RED POLKADOT PARTY CANDLES,24,7/28/11 10:33,"1,25",Germany
561583,22452,MEASURING TAPE BABUSHKA PINK,12,7/28/11 10:33,"2,95",Germany
561583,POST,POSTAGE,3,7/28/11 10:33,18,Germany
C562522,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,8/5/11 12:49,"8,5",Germany
C562522,22139,RETROSPOT TEA SET CERAMIC 11 PC,-1,8/5/11 12:49,"4,95",Germany
566268,15056P,EDWARDIAN PARASOL PINK,3,9/11/11 13:38,"5,95",Germany
566268,20679,EDWARDIAN PARASOL RED,3,9/11/11 13:38,"5,95",Germany
566268,22189,CREAM HEART CARD HOLDER,4,9/11/11 13:38,"3,95",Germany
566268,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,9/11/11 13:38,"0,83",Germany
566268,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6,9/11/11 13:38,"2,55",Germany
566268,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,9/11/11 13:38,"4,95",Germany
566268,21035,SET/2 RED RETROSPOT TEA TOWELS,6,9/11/11 13:38,"3,25",Germany
566268,22637,PIGGY BANK RETROSPOT,4,9/11/11 13:38,"2,55",Germany
566268,22507,MEMO BOARD RETROSPOT  DESIGN,4,9/11/11 13:38,"4,95",Germany
566268,23240,SET OF 4 KNICK KNACK TINS DOILY,6,9/11/11 13:38,"4,15",Germany
566268,20749,ASSORTED COLOUR MINI CASES,2,9/11/11 13:38,"7,95",Germany
566268,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,12,9/11/11 13:38,"2,95",Germany
566268,21154,RED RETROSPOT OVEN GLOVE,10,9/11/11 13:38,"1,25",Germany
566268,23287,RED VINTAGE SPOT BEAKER,8,9/11/11 13:38,"0,85",Germany
566268,POST,POSTAGE,3,9/11/11 13:38,18,Germany
569017,85014A,BLACK/BLUE POLKADOT UMBRELLA,3,9/30/11 9:22,"5,95",Germany
569017,15056BL,EDWARDIAN PARASOL BLACK,3,9/30/11 9:22,"5,95",Germany
569017,23515,EMBROIDERED RIBBON REEL DAISY,6,9/30/11 9:22,"2,08",Germany
569017,23518,EMBROIDERED RIBBON REEL RACHEL,6,9/30/11 9:22,"2,89",Germany
569017,23513,EMBROIDERED RIBBON REEL SUSIE,6,9/30/11 9:22,"2,08",Germany
569017,23517,EMBROIDERED RIBBON REEL REBECCA,6,9/30/11 9:22,"2,89",Germany
569017,23520,EMBROIDERED RIBBON REEL RUBY,6,9/30/11 9:22,"3,75",Germany
569017,23508,MINI PLAYING CARDS DOLLY GIRL,20,9/30/11 9:22,"0,42",Germany
569017,23502,PLAYING CARDS VINTAGE DOILY,12,9/30/11 9:22,"1,25",Germany
569017,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,9/30/11 9:22,"1,95",Germany
569017,23395,BELLE JARDINIERE CUSHION COVER,4,9/30/11 9:22,"3,75",Germany
569017,22186,RED STAR CARD HOLDER,12,9/30/11 9:22,"1,95",Germany
569017,21498,RED RETROSPOT WRAP,25,9/30/11 9:22,"0,42",Germany
569017,23231,WRAP  VINTAGE DOILY,25,9/30/11 9:22,"0,42",Germany
569017,23546,WRAP PAISLEY PARK,25,9/30/11 9:22,"0,42",Germany
569017,22393,PAPERWEIGHT VINTAGE COLLAGE,6,9/30/11 9:22,"2,55",Germany
569017,POST,POSTAGE,2,9/30/11 9:22,18,Germany
573430,23569,TRADTIONAL ALPHABET STAMP SET,4,10/31/11 10:38,"4,95",Germany
573430,22189,CREAM HEART CARD HOLDER,8,10/31/11 10:38,"3,95",Germany
573430,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,10/31/11 10:38,"1,45",Germany
573430,23035,DRAWER KNOB CERAMIC IVORY,6,10/31/11 10:38,"1,45",Germany
573430,23247,BISCUIT TIN 50'S CHRISTMAS,6,10/31/11 10:38,"2,89",Germany
573430,21217,RED RETROSPOT ROUND CAKE TINS,2,10/31/11 10:38,"9,95",Germany
573430,85014B,RED RETROSPOT UMBRELLA,3,10/31/11 10:38,"5,95",Germany
573430,22558,CLOTHES PEGS RETROSPOT PACK 24,12,10/31/11 10:38,"1,65",Germany
573430,22628,PICNIC BOXES SET OF 3 RETROSPOT,4,10/31/11 10:38,"4,95",Germany
573430,22505,MEMO BOARD COTTAGE DESIGN,4,10/31/11 10:38,"4,95",Germany
573430,22507,MEMO BOARD RETROSPOT  DESIGN,4,10/31/11 10:38,"4,95",Germany
573430,22333,RETROSPOT PARTY BAG + STICKER SET,8,10/31/11 10:38,"1,65",Germany
573430,22138,BAKING SET 9 PIECE RETROSPOT,3,10/31/11 10:38,"4,95",Germany
573430,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,10/31/11 10:38,"4,95",Germany
573430,21880,RED RETROSPOT TAPE,12,10/31/11 10:38,"0,65",Germany
573430,85053,FRENCH ENAMEL CANDLEHOLDER,6,10/31/11 10:38,"2,1",Germany
573430,20679,EDWARDIAN PARASOL RED,3,10/31/11 10:38,"5,95",Germany
573430,15056BL,EDWARDIAN PARASOL BLACK,6,10/31/11 10:38,"5,95",Germany
573430,23240,SET OF 4 KNICK KNACK TINS DOILY,6,10/31/11 10:38,"4,15",Germany
573430,POST,POSTAGE,3,10/31/11 10:38,18,Germany
