InvoiceNo,StockCode,Description,Quantity,date,price,Country
581266,23561,SET OF 6 RIBBONS PARTY,12,12/8/11 11:25,"2,89",Germany
581266,21576,LETS GO SHOPPING COTTON TOTE BAG,6,12/8/11 11:25,"2,25",Germany
581266,20719,WOODLAND CHARLOTTE BAG,10,12/8/11 11:25,"0,85",Germany
581266,23388,WOODLAND MINI BACKPACK,4,12/8/11 11:25,"4,15",Germany
581266,21507,ELEPHANT BIRTHDAY CARD,12,12/8/11 11:25,"0,42",Germany
581266,21519,GIN & TONIC DIET GREETING CARD,12,12/8/11 11:25,"0,42",Germany
581266,16169E,WRAP 50'S  CHRISTMAS,25,12/8/11 11:25,"0,42",Germany
581266,22704,WRAP RED APPLES,25,12/8/11 11:25,"0,42",Germany
581266,22709,WRAP WEDDING DAY,25,12/8/11 11:25,"0,42",Germany
581266,23233,WRAP POPPIES  DESIGN,25,12/8/11 11:25,"0,42",Germany
581266,23349,ROLL WRAP VINTAGE CHRISTMAS,12,12/8/11 11:25,"1,25",Germany
581266,23232,WRAP VINTAGE LEAF DESIGN,75,12/8/11 11:25,"0,42",Germany
581266,22818,CARD CHRISTMAS VILLAGE,12,12/8/11 11:25,"0,42",Germany
581266,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,12,12/8/11 11:25,"2,89",Germany
581266,22736,RIBBON REEL MAKING SNOWMEN,10,12/8/11 11:25,"1,65",Germany
581266,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,12/8/11 11:25,"1,65",Germany
581266,22737,RIBBON REEL CHRISTMAS PRESENT,10,12/8/11 11:25,"1,65",Germany
581266,22738,RIBBON REEL SNOWY VILLAGE,10,12/8/11 11:25,"1,65",Germany
581266,22487,WHITE WOOD GARDEN PLANT LADDER,1,12/8/11 11:25,"9,95",Germany
581266,22564,ALPHABET STENCIL CRAFT,12,12/8/11 11:25,"1,25",Germany
581266,22077,6 RIBBONS RUSTIC CHARM,12,12/8/11 11:25,"1,95",Germany
581266,22078,RIBBON REEL LACE DESIGN,10,12/8/11 11:25,"2,1",Germany
581266,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,12,12/8/11 11:25,"2,1",Germany
581266,84375,SET OF 20 KIDS COOKIE CUTTERS,12,12/8/11 11:25,"2,1",Germany
581266,23053,RECYCLED ACAPULCO MAT PINK,2,12/8/11 11:25,"8,25",Germany
581266,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,12/8/11 11:25,"1,65",Germany
581266,22992,REVOLVER WOODEN RULER,12,12/8/11 11:25,"1,95",Germany
581266,21628,TRIANGULAR POUFFE VINTAGE,1,12/8/11 11:25,"14,95",Germany
581266,22547,MINI JIGSAW DINOSAUR,48,12/8/11 11:25,"0,19",Germany
581266,22629,SPACEBOY LUNCH BOX,64,12/8/11 11:25,"1,65",Germany
581266,84006,MAGIC TREE -PAPER FLOWERS,24,12/8/11 11:25,"0,85",Germany
581266,22326,ROUND SNACK BOXES SET OF4 WOODLAND,18,12/8/11 11:25,"2,95",Germany
581266,22328,ROUND SNACK BOXES SET OF 4 FRUITS,18,12/8/11 11:25,"2,95",Germany
581266,17003,BROCADE RING PURSE,72,12/8/11 11:25,"0,39",Germany
581266,22972,CHILDREN'S SPACEBOY MUG,12,12/8/11 11:25,"1,65",Germany
581266,21914,BLUE HARMONICA IN BOX,12,12/8/11 11:25,"1,25",Germany
581266,21703,BAG 125g SWIRLY MARBLES,12,12/8/11 11:25,"0,42",Germany
581266,21209,MULTICOLOUR HONEYCOMB FAN,12,12/8/11 11:25,"0,39",Germany
581266,21208,PASTEL COLOUR HONEYCOMB FAN,12,12/8/11 11:25,"0,39",Germany
581266,21194,PINK  HONEYCOMB PAPER FAN,12,12/8/11 11:25,"0,65",Germany
581266,16008,SMALL FOLDING SCISSOR(POINTED EDGE),48,12/8/11 11:25,"0,12",Germany
581266,85032C,CURIOUS IMAGES GIFT WRAP SET,12,12/8/11 11:25,"0,65",Germany
581266,85032B,BLOSSOM IMAGES GIFT WRAP SET,12,12/8/11 11:25,"0,65",Germany
581266,22075,6 RIBBONS ELEGANT CHRISTMAS,24,12/8/11 11:25,"0,39",Germany
581266,22074,6 RIBBONS SHIMMERING PINKS,24,12/8/11 11:25,"0,39",Germany
581266,22123,PING MICROWAVE APRON,12,12/8/11 11:25,"0,79",Germany
581266,22438,BALLOON ART MAKE YOUR OWN FLOWERS,50,12/8/11 11:25,"0,39",Germany
581266,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,12/8/11 11:25,"1,65",Germany
581266,23552,BICYCLE PUNCTURE REPAIR KIT,12,12/8/11 11:25,"2,08",Germany
581266,23497,CLASSIC CHROME BICYCLE BELL,12,12/8/11 11:25,"1,45",Germany
581266,23498,CLASSIC BICYCLE CLIPS,12,12/8/11 11:25,"1,45",Germany
581266,23569,TRADTIONAL ALPHABET STAMP SET,12,12/8/11 11:25,"4,95",Germany
581266,23570,TRADITIONAL PICK UP STICKS GAME,12,12/8/11 11:25,"1,25",Germany
581266,23489,VINTAGE BELLS GARLAND,6,12/8/11 11:25,"2,89",Germany
581266,23562,SET OF 6 RIBBONS PERFECTLY PRETTY,12,12/8/11 11:25,"2,89",Germany
581266,23560,SET OF 6 RIBBONS COUNTRY STYLE,12,12/8/11 11:25,"2,89",Germany
581266,POST,POSTAGE,5,12/8/11 11:25,18,Germany
