InvoiceNo,StockCode,Description,Quantity,date,price,Country
554985,20665,RED RETROSPOT PURSE,6,5/29/11 12:26,"2,95",Germany
554985,20963,APPLE BATH SPONGE,10,5/29/11 12:26,"1,25",Germany
554985,71459,HANGING JAM JAR T-LIGHT HOLDER,12,5/29/11 12:26,"0,85",Germany
554985,22551,PLASTERS IN TIN SPACEBOY,12,5/29/11 12:26,"1,65",Germany
554985,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,5/29/11 12:26,"1,65",Germany
554985,22555,PLASTERS IN TIN STRONGMAN,12,5/29/11 12:26,"1,65",Germany
554985,22414,DOORMAT NEIGHBOURHOOD WITCH,2,5/29/11 12:26,"7,95",Germany
554985,22365,DOORMAT RESPECTABLE HOUSE,2,5/29/11 12:26,"7,95",Germany
554985,22366,DOORMAT AIRMAIL,2,5/29/11 12:26,"7,95",Germany
554985,21747,SMALL SKULL WINDMILL,12,5/29/11 12:26,"1,25",Germany
554985,21746,SMALL RED RETROSPOT WINDMILL,12,5/29/11 12:26,"1,25",Germany
554985,22960,JAM MAKING SET WITH JARS,6,5/29/11 12:26,"4,25",Germany
554985,21165,BEWARE OF THE CAT METAL SIGN,12,5/29/11 12:26,"1,69",Germany
554985,21770,OPEN CLOSED METAL SIGN,2,5/29/11 12:26,"4,95",Germany
554985,82600,NO SINGING METAL SIGN,12,5/29/11 12:26,"2,1",Germany
554985,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,5/29/11 12:26,"2,95",Germany
554985,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,5/29/11 12:26,"2,95",Germany
554985,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,5/29/11 12:26,"1,65",Germany
554985,22629,SPACEBOY LUNCH BOX,12,5/29/11 12:26,"1,95",Germany
554985,22631,CIRCUS PARADE LUNCH BOX,12,5/29/11 12:26,"1,95",Germany
554985,22975,SPACEBOY CHILDRENS EGG CUP,12,5/29/11 12:26,"1,25",Germany
554985,22976,CIRCUS PARADE CHILDRENS EGG CUP,12,5/29/11 12:26,"1,25",Germany
554985,23184,BULL DOG BOTTLE OPENER,4,5/29/11 12:26,"4,95",Germany
554985,22849,BREAD BIN DINER STYLE MINT,1,5/29/11 12:26,"16,95",Germany
554985,22360,GLASS JAR ENGLISH CONFECTIONERY,6,5/29/11 12:26,"2,95",Germany
554985,22363,GLASS JAR MARMALADE,6,5/29/11 12:26,"2,95",Germany
554985,22350,ILLUSTRATED CAT BOWL,6,5/29/11 12:26,"2,55",Germany
554985,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,5/29/11 12:26,"6,35",Germany
554985,16161G,WRAP BAD HAIR DAY,25,5/29/11 12:26,"0,1",Germany
554985,POST,POSTAGE,4,5/29/11 12:26,18,Germany
