InvoiceNo,StockCode,Description,Quantity,date,price,Country
559987,21976,PACK OF 60 MUSHROOM CAKE CASES,24,7/14/11 12:12,"0,55",Germany
559987,21215,IVORY PAPER CUP CAKE CASES,24,7/14/11 12:12,"0,55",Germany
559987,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,7/14/11 12:12,"0,55",Germany
559987,23308,SET OF 60 VINTAGE LEAF CAKE CASES,48,7/14/11 12:12,"0,55",Germany
559987,23309,SET OF 60 I LOVE LONDON CAKE CASES,48,7/14/11 12:12,"0,55",Germany
559987,23307,SET OF 60 PANTRY DESIGN CAKE CASES,48,7/14/11 12:12,"0,55",Germany
559987,23295,SET OF 12 MINI LOAF BAKING CASES,128,7/14/11 12:12,"0,72",Germany
559987,23293,SET OF 12 FAIRY CAKE BAKING CASES,128,7/14/11 12:12,"0,72",Germany
559987,23296,SET OF 6 TEA TIME BAKING CASES,128,7/14/11 12:12,"1,04",Germany
559987,23294,SET OF 6 SNACK LOAF BAKING CASES,128,7/14/11 12:12,"0,72",Germany
559987,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,7/14/11 12:12,"1,45",Germany
559987,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,7/14/11 12:12,"1,45",Germany
559987,23306,SET OF 36 DOILIES PANTRY DESIGN,12,7/14/11 12:12,"1,45",Germany
559987,84988,SET OF 72 PINK HEART PAPER DOILIES,12,7/14/11 12:12,"1,45",Germany
559987,POST,POSTAGE,5,7/14/11 12:12,18,Germany
