InvoiceNo,StockCode,Description,Quantity,date,price,Country
570007,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,10/7/11 9:26,"2,55",Germany
570007,22055,MINI CAKE STAND  HANGING STRAWBERY,8,10/7/11 9:26,"1,65",Germany
570007,21555,CERAMIC STRAWBERRY TRINKET TRAY,6,10/7/11 9:26,"2,55",Germany
570007,20676,RED RETROSPOT BOWL,8,10/7/11 9:26,"1,25",Germany
570007,21212,PACK OF 72 RETROSPOT CAKE CASES,24,10/7/11 9:26,"0,55",Germany
570007,21731,RED TOADSTOOL LED NIGHT LIGHT,12,10/7/11 9:26,"1,65",Germany
570007,84674,FLYING PIG WATERING CAN,6,10/7/11 9:26,"2,95",Germany
570007,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,10/7/11 9:26,"1,45",Germany
570007,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,10/7/11 9:26,"2,95",Germany
570007,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,10/7/11 9:26,"0,65",Germany
570007,22588,CARD HOLDER GINGHAM HEART,6,10/7/11 9:26,"2,89",Germany
570007,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,12,10/7/11 9:26,"1,65",Germany
570007,21232,STRAWBERRY CERAMIC TRINKET BOX,12,10/7/11 9:26,"1,25",Germany
570007,21680,WOODLAND  STICKERS,12,10/7/11 9:26,"0,85",Germany
570007,POST,POSTAGE,3,10/7/11 9:26,18,Germany
570007,20674,GREEN POLKADOT BOWL,8,10/7/11 9:26,"1,25",Germany
570007,20676,RED RETROSPOT BOWL,8,10/7/11 9:26,"1,25",Germany
570007,22941,CHRISTMAS LIGHTS 10 REINDEER,4,10/7/11 9:26,"8,5",Germany
