InvoiceNo,StockCode,Description,Quantity,date,price,Country
549680,21731,RED TOADSTOOL LED NIGHT LIGHT,12,4/11/11 13:02,"1,65",Germany
549680,21829,DINOSAUR KEYRINGS ASSORTED,36,4/11/11 13:02,"0,21",Germany
549680,22149,FELTCRAFT 6 FLOWER FRIENDS,6,4/11/11 13:02,"2,1",Germany
549680,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,12,4/11/11 13:02,"2,55",Germany
549680,22555,PLASTERS IN TIN STRONGMAN,12,4/11/11 13:02,"1,65",Germany
549680,20728,LUNCH BAG CARS BLUE,10,4/11/11 13:02,"1,65",Germany
549680,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,4/11/11 13:02,"2,95",Germany
549680,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,4/11/11 13:02,"2,95",Germany
549680,22179,SET 10 LIGHTS NIGHT OWL,2,4/11/11 13:02,"6,75",Germany
549680,20751,FUNKY WASHING UP GLOVES ASSORTED,12,4/11/11 13:02,"2,1",Germany
549680,22431,WATERING CAN BLUE ELEPHANT,6,4/11/11 13:02,"1,95",Germany
549680,23010,CIRCUS PARADE BABY GIFT SET,1,4/11/11 13:02,"16,95",Germany
549680,23007,SPACEBOY BABY GIFT SET,1,4/11/11 13:02,"16,95",Germany
549680,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,4/11/11 13:02,"1,65",Germany
549680,22556,PLASTERS IN TIN CIRCUS PARADE,12,4/11/11 13:02,"1,65",Germany
549680,22704,WRAP RED APPLES,25,4/11/11 13:02,"0,42",Germany
549680,23231,WRAP DOILEY DESIGN,25,4/11/11 13:02,"0,42",Germany
549680,21088,SET/6 FRUIT SALAD PAPER CUPS,24,4/11/11 13:02,"0,19",Germany
549680,21096,SET/6 FRUIT SALAD  PAPER PLATES,12,4/11/11 13:02,"0,39",Germany
549680,84531B,BLUE KNITTED EGG COSY,12,4/11/11 13:02,"0,39",Germany
549680,POST,POSTAGE,2,4/11/11 13:02,18,Germany
567578,22149,FELTCRAFT 6 FLOWER FRIENDS,6,9/21/11 10:47,"2,1",Germany
567578,21212,PACK OF 72 RETROSPOT CAKE CASES,24,9/21/11 10:47,"0,55",Germany
567578,21975,PACK OF 60 DINOSAUR CAKE CASES,24,9/21/11 10:47,"0,55",Germany
567578,22417,PACK OF 60 SPACEBOY CAKE CASES,24,9/21/11 10:47,"0,55",Germany
567578,21976,PACK OF 60 MUSHROOM CAKE CASES,24,9/21/11 10:47,"0,55",Germany
567578,23307,SET OF 60 PANTRY DESIGN CAKE CASES,24,9/21/11 10:47,"0,55",Germany
567578,22955,36 FOIL STAR CAKE CASES,6,9/21/11 10:47,"2,1",Germany
567578,22956,36 FOIL HEART CAKE CASES,6,9/21/11 10:47,"2,1",Germany
567578,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,9/21/11 10:47,"2,95",Germany
567578,23294,SET OF 6 SNACK LOAF BAKING CASES,8,9/21/11 10:47,"0,83",Germany
567578,23296,SET OF 6 TEA TIME BAKING CASES,16,9/21/11 10:47,"1,25",Germany
567578,23295,SET OF 12 MINI LOAF BAKING CASES,8,9/21/11 10:47,"0,83",Germany
567578,23353,6 GIFT TAGS VINTAGE CHRISTMAS,12,9/21/11 10:47,"0,83",Germany
567578,21708,FOLDING UMBRELLA CREAM POLKADOT,4,9/21/11 10:47,"4,95",Germany
567578,23545,WRAP RED VINTAGE DOILY,25,9/21/11 10:47,"0,42",Germany
567578,15034,PAPER POCKET TRAVELING FAN,24,9/21/11 10:47,"0,14",Germany
567578,22614,PACK OF 12 SPACEBOY TISSUES,24,9/21/11 10:47,"0,39",Germany
567578,21993,FLORAL FOLK STATIONERY SET,12,9/21/11 10:47,"1,25",Germany
567578,35970,ZINC FOLKART SLEIGH BELLS,12,9/21/11 10:47,"1,69",Germany
567578,22898,CHILDRENS APRON APPLES DESIGN,8,9/21/11 10:47,"1,95",Germany
567578,21218,RED SPOTTY BISCUIT TIN,6,9/21/11 10:47,"3,75",Germany
567578,16014,SMALL CHINESE STYLE SCISSOR,20,9/21/11 10:47,"0,42",Germany
567578,20750,RED RETROSPOT MINI CASES,2,9/21/11 10:47,"7,95",Germany
567578,20749,ASSORTED COLOUR MINI CASES,2,9/21/11 10:47,"7,95",Germany
567578,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3,9/21/11 10:47,"4,95",Germany
567578,23388,WOODLAND MINI BACKPACK,4,9/21/11 10:47,"4,15",Germany
567578,23389,SPACEBOY MINI BACKPACK,4,9/21/11 10:47,"4,15",Germany
567578,23380,PACK OF 12 VINTAGE DOILY TISSUES,24,9/21/11 10:47,"0,39",Germany
567578,23433,HANGING QUILTED PATCHWORK APPLES,24,9/21/11 10:47,"0,83",Germany
567578,23445,ICE CREAM BUBBLES,20,9/21/11 10:47,"0,83",Germany
567578,23551,PACK OF 12 PAISLEY PARK TISSUES,24,9/21/11 10:47,"0,39",Germany
567578,POST,POSTAGE,2,9/21/11 10:47,18,Germany
