InvoiceNo,StockCode,Description,Quantity,date,price,Country
C537333,22636,CHILDS BREAKFAST SET CIRCUS PARADE,-4,12/6/10 12:00,"8,5",Germany
541125,21936,RED RETROSPOT PICNIC BAG,10,1/14/11 10:06,"2,95",Germany
541125,POST,POSTAGE,1,1/14/11 10:06,18,Germany
541224,21025,SPACE FROG,10,1/14/11 14:45,"1,25",Germany
541224,21915,RED  HARMONICA IN BOX,12,1/14/11 14:45,"1,25",Germany
541224,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,1/14/11 14:45,"2,95",Germany
541224,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,1/14/11 14:45,"2,95",Germany
541224,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,1/14/11 14:45,"8,5",Germany
541224,22668,PINK BABY BUNTING,5,1/14/11 14:45,"2,95",Germany
541224,22669,RED BABY BUNTING,5,1/14/11 14:45,"2,95",Germany
541224,21746,SMALL RED RETROSPOT WINDMILL,12,1/14/11 14:45,"1,25",Germany
541224,22487,WHITE WOOD GARDEN PLANT LADDER,1,1/14/11 14:45,"9,95",Germany
541224,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,1/14/11 14:45,"4,95",Germany
541224,POST,POSTAGE,1,1/14/11 14:45,18,Germany
542229,22551,PLASTERS IN TIN SPACEBOY,12,1/26/11 13:38,"1,65",Germany
542229,22556,PLASTERS IN TIN CIRCUS PARADE,12,1/26/11 13:38,"1,65",Germany
542229,22331,WOODLAND PARTY BAG + STICKER SET,8,1/26/11 13:38,"1,65",Germany
542229,22332,SKULLS PARTY BAG + STICKER SET,8,1/26/11 13:38,"1,65",Germany
542229,22334,DINOSAUR PARTY BAG + STICKER SET,8,1/26/11 13:38,"1,65",Germany
542229,22333,RETROSPOT PARTY BAG + STICKER SET,8,1/26/11 13:38,"1,65",Germany
542229,22271,FELTCRAFT DOLL ROSIE,6,1/26/11 13:38,"2,95",Germany
542229,85185B,PINK HORSE SOCK PUPPET,6,1/26/11 13:38,"2,95",Germany
542229,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12,1/26/11 13:38,"1,69",Germany
542229,22090,PAPER BUNTING RETROSPOT,6,1/26/11 13:38,"2,95",Germany
542229,85199L,LARGE HANGING IVORY & RED WOOD BIRD,12,1/26/11 13:38,"0,65",Germany
542229,85199S,SMALL HANGING IVORY/RED WOOD BIRD,24,1/26/11 13:38,"0,42",Germany
542229,22467,GUMBALL COAT RACK,12,1/26/11 13:38,"2,55",Germany
542229,22212,FOUR HOOK  WHITE LOVEBIRDS,6,1/26/11 13:38,"2,1",Germany
542229,21202,DOLLY HONEYCOMB GARLAND,12,1/26/11 13:38,"1,65",Germany
542229,22029,SPACEBOY BIRTHDAY CARD,12,1/26/11 13:38,"0,42",Germany
542229,21080,SET/20 RED RETROSPOT PAPER NAPKINS,12,1/26/11 13:38,"0,85",Germany
542229,21989,PACK OF 20 SKULL PAPER NAPKINS,12,1/26/11 13:38,"0,85",Germany
542229,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,1/26/11 13:38,"2,55",Germany
542229,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,1/26/11 13:38,"3,75",Germany
542229,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,1/26/11 13:38,"3,75",Germany
542229,POST,POSTAGE,1,1/26/11 13:38,18,Germany
C543431,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-1,2/8/11 11:37,"2,55",Germany
C543431,22090,PAPER BUNTING RETROSPOT,-1,2/8/11 11:37,"2,95",Germany
C543431,22551,PLASTERS IN TIN SPACEBOY,-1,2/8/11 11:37,"1,65",Germany
C543431,22212,FOUR HOOK  WHITE LOVEBIRDS,-1,2/8/11 11:37,"2,1",Germany
544996,21456,2 PICTURE BOOK EGGS EASTER CHICKS,12,2/25/11 11:53,"1,25",Germany
544996,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,2/25/11 11:53,"2,95",Germany
544996,22555,PLASTERS IN TIN STRONGMAN,12,2/25/11 11:53,"1,65",Germany
544996,22556,PLASTERS IN TIN CIRCUS PARADE,12,2/25/11 11:53,"1,65",Germany
544996,22553,PLASTERS IN TIN SKULLS,12,2/25/11 11:53,"1,65",Germany
544996,22716,CARD CIRCUS PARADE,12,2/25/11 11:53,"0,42",Germany
544996,22814,CARD PARTY GAMES,12,2/25/11 11:53,"0,42",Germany
544996,22824,3 TIER SWEETHEART GARDEN SHELF,1,2/25/11 11:53,"35,95",Germany
544996,21458,2 PICTURE BOOK EGGS EASTER BUNNY,12,2/25/11 11:53,"1,25",Germany
544996,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,2/25/11 11:53,"2,95",Germany
544996,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,2/25/11 11:53,"2,95",Germany
544996,22487,WHITE WOOD GARDEN PLANT LADDER,1,2/25/11 11:53,"9,95",Germany
544996,POST,POSTAGE,2,2/25/11 11:53,18,Germany
547005,22570,FELTCRAFT CUSHION RABBIT,4,3/18/11 14:20,"3,75",Germany
547005,22972,CHILDREN'S SPACEBOY MUG,12,3/18/11 14:20,"1,65",Germany
547005,22973,CHILDREN'S CIRCUS PARADE MUG,12,3/18/11 14:20,"1,65",Germany
547005,22975,SPACEBOY CHILDRENS EGG CUP,12,3/18/11 14:20,"1,25",Germany
547005,22859,EASTER TIN BUNNY BOUQUET,12,3/18/11 14:20,"1,65",Germany
547005,35910B,PINK FLOWERS RABBIT EASTER,6,3/18/11 14:20,"1,95",Germany
547005,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,3/18/11 14:20,"1,25",Germany
547005,21094,SET/6 RED SPOTTY PAPER PLATES,12,3/18/11 14:20,"0,85",Germany
547005,21086,SET/6 RED SPOTTY PAPER CUPS,12,3/18/11 14:20,"0,65",Germany
547005,21987,PACK OF 6 SKULL PAPER CUPS,12,3/18/11 14:20,"0,65",Germany
547005,21088,SET/6 FRUIT SALAD PAPER CUPS,12,3/18/11 14:20,"0,65",Germany
547005,20675,BLUE POLKADOT BOWL,8,3/18/11 14:20,"1,25",Germany
547005,22303,COFFEE MUG APPLES DESIGN,6,3/18/11 14:20,"2,55",Germany
547005,22908,PACK OF 20 NAPKINS RED APPLES,12,3/18/11 14:20,"0,85",Germany
547005,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,3/18/11 14:20,"1,25",Germany
547005,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,3/18/11 14:20,"2,95",Germany
547005,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,3/18/11 14:20,"2,95",Germany
547005,20719,WOODLAND CHARLOTTE BAG,20,3/18/11 14:20,"0,85",Germany
547005,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,3/18/11 14:20,"1,65",Germany
547005,85203,HANGING WOOD AND FELT BUTTERFLY,24,3/18/11 14:20,"0,42",Germany
547005,22228,BUNNY WOODEN PAINTED WITH BIRD,12,3/18/11 14:20,"0,85",Germany
547005,22247,BUNNY DECORATION MAGIC GARDEN,16,3/18/11 14:20,"0,85",Germany
547005,22321,BIRD DECORATION RED RETROSPOT,12,3/18/11 14:20,"0,85",Germany
547005,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,3/18/11 14:20,"0,85",Germany
547005,22367,CHILDRENS APRON SPACEBOY DESIGN,8,3/18/11 14:20,"1,95",Germany
547005,22631,CIRCUS PARADE LUNCH BOX,24,3/18/11 14:20,"1,95",Germany
547005,22716,CARD CIRCUS PARADE,12,3/18/11 14:20,"0,42",Germany
547005,22711,WRAP CIRCUS PARADE,25,3/18/11 14:20,"0,42",Germany
547005,16161U,WRAP SUKI AND FRIENDS,25,3/18/11 14:20,"0,42",Germany
547005,22045,SPACEBOY GIFT WRAP,25,3/18/11 14:20,"0,42",Germany
547005,21791,VINTAGE HEADS AND TAILS CARD GAME,12,3/18/11 14:20,"1,25",Germany
547005,22629,SPACEBOY LUNCH BOX,12,3/18/11 14:20,"1,95",Germany
547005,23177,TREASURE ISLAND BOOK BOX,8,3/18/11 14:20,"2,25",Germany
547005,23194,GYMKHANA TREASURE BOOK BOX,8,3/18/11 14:20,"2,25",Germany
547005,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,3/18/11 14:20,"12,75",Germany
547005,22302,COFFEE MUG PEARS  DESIGN,6,3/18/11 14:20,"2,55",Germany
547005,22637,PIGGY BANK RETROSPOT,4,3/18/11 14:20,"2,55",Germany
547005,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,3/18/11 14:20,"2,55",Germany
547005,22432,WATERING CAN PINK BUNNY,6,3/18/11 14:20,"1,95",Germany
547005,22431,WATERING CAN BLUE ELEPHANT,6,3/18/11 14:20,"1,95",Germany
547005,21746,SMALL RED RETROSPOT WINDMILL,12,3/18/11 14:20,"1,25",Germany
547005,21698,MOCK LOBSTER FRIDGE MAGNET,12,3/18/11 14:20,"0,85",Germany
547005,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,3/18/11 14:20,"0,85",Germany
547005,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,3/18/11 14:20,"1,25",Germany
547005,22423,REGENCY CAKESTAND 3 TIER,2,3/18/11 14:20,"12,75",Germany
547005,23007,SPACEBOY BABY GIFT SET,1,3/18/11 14:20,"16,95",Germany
547005,23010,CIRCUS PARADE BABY GIFT SET,1,3/18/11 14:20,"16,95",Germany
547005,POST,POSTAGE,4,3/18/11 14:20,18,Germany
C547581,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,3/24/11 10:58,"1,95",Germany
C547581,22554,PLASTERS IN TIN WOODLAND ANIMALS,-1,3/24/11 10:58,"1,65",Germany
C547581,21561,DINOSAUR LUNCH BOX WITH CUTLERY,-1,3/24/11 10:58,"2,55",Germany
C547581,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,3/24/11 10:58,"12,75",Germany
C547582,23194,GYMKHANA TREASURE BOOK BOX,-3,3/24/11 11:06,"2,25",Germany
C547582,23177,TREASURE ISLAND BOOK BOX,-2,3/24/11 11:06,"2,25",Germany
547934,22233,JIGSAW RABBIT AND BIRDHOUSE,12,3/28/11 14:07,"1,65",Germany
547934,22230,JIGSAW TREE WITH WATERING CAN,12,3/28/11 14:07,"0,85",Germany
547934,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,3/28/11 14:07,"2,95",Germany
547934,22255,FELT TOADSTOOL  SMALL,12,3/28/11 14:07,"0,85",Germany
547934,22258,FELT FARM ANIMAL RABBIT,12,3/28/11 14:07,"1,25",Germany
547934,22264,FELT FARM ANIMAL WHITE BUNNY,12,3/28/11 14:07,"0,85",Germany
547934,35910A,MULTICOLOUR EASTER RABBIT,6,3/28/11 14:07,"1,95",Germany
547934,22898,CHILDRENS APRON APPLES DESIGN,8,3/28/11 14:07,"1,95",Germany
