InvoiceNo,StockCode,Description,Quantity,date,price,Country
551467,POST,POSTAGE,1,4/28/11 16:20,18,Germany
551467,47344B,BLUE FLOWER DES PURSE,12,4/28/11 16:20,"0,83",Germany
551467,21481,FAWN BLUE HOT WATER BOTTLE,12,4/28/11 16:20,"2,95",Germany
551467,20726,LUNCH BAG WOODLAND,10,4/28/11 16:20,"1,65",Germany
551467,15056BL,EDWARDIAN PARASOL BLACK,18,4/28/11 16:20,"5,95",Germany
551467,84879,ASSORTED COLOUR BIRD ORNAMENT,8,4/28/11 16:20,"1,69",Germany
551467,22178,VICTORIAN GLASS HANGING T-LIGHT,12,4/28/11 16:20,"1,25",Germany
551467,20679,EDWARDIAN PARASOL RED,12,4/28/11 16:20,"5,95",Germany
C553414,POST,POSTAGE,-1,5/17/11 9:57,18,Germany
553884,POST,POSTAGE,1,5/19/11 15:36,18,Germany
553884,23084,RABBIT NIGHT LIGHT,12,5/19/11 15:36,"2,08",Germany
553884,20726,LUNCH BAG WOODLAND,10,5/19/11 15:36,"1,65",Germany
553884,15056BL,EDWARDIAN PARASOL BLACK,15,5/19/11 15:36,"5,95",Germany
553884,20679,EDWARDIAN PARASOL RED,9,5/19/11 15:36,"5,95",Germany
