InvoiceNo,StockCode,Description,Quantity,date,price,Country
554861,23199,JUMBO BAG APPLES,10,5/27/11 10:29,"2,08",Germany
554861,23201,JUMBO BAG ALPHABET,10,5/27/11 10:29,"2,08",Germany
554861,23204,CHARLOTTE BAG APPLES DESIGN,10,5/27/11 10:29,"0,85",Germany
554861,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,5/27/11 10:29,"4,15",Germany
554861,22939,APRON APPLE DELIGHT,4,5/27/11 10:29,"4,95",Germany
554861,22558,CLOTHES PEGS RETROSPOT PACK 24,12,5/27/11 10:29,"1,65",Germany
554861,22896,PEG BAG APPLES DESIGN,6,5/27/11 10:29,"2,55",Germany
554861,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,5/27/11 10:29,"3,25",Germany
554861,22897,OVEN MITT APPLES DESIGN,10,5/27/11 10:29,"1,45",Germany
554861,23049,RECYCLED ACAPULCO MAT RED,2,5/27/11 10:29,"8,25",Germany
554861,23053,RECYCLED ACAPULCO MAT PINK,2,5/27/11 10:29,"8,25",Germany
554861,23054,RECYCLED ACAPULCO MAT LAVENDER,2,5/27/11 10:29,"8,25",Germany
554861,22303,COFFEE MUG APPLES DESIGN,6,5/27/11 10:29,"2,55",Germany
554861,22908,PACK OF 20 NAPKINS RED APPLES,12,5/27/11 10:29,"0,85",Germany
554861,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,5/27/11 10:29,"4,95",Germany
554861,22318,FIVE HEART HANGING DECORATION,6,5/27/11 10:29,"2,95",Germany
554861,22894,TABLECLOTH RED APPLES DESIGN,2,5/27/11 10:29,"9,95",Germany
554861,21394,RED POLKADOT BEAKER,48,5/27/11 10:29,"0,39",Germany
554861,21395,BLUE POLKADOT BEAKER,48,5/27/11 10:29,"0,39",Germany
554861,23280,FOLDING BUTTERFLY MIRROR HOT PINK,12,5/27/11 10:29,"0,83",Germany
554861,23200,JUMBO BAG PEARS,20,5/27/11 10:29,"2,08",Germany
554861,23084,RABBIT NIGHT LIGHT,6,5/27/11 10:29,"2,08",Germany
554861,23108,SET OF 10 LED DOLLY LIGHTS,2,5/27/11 10:29,"6,25",Germany
554861,21558,SKULL LUNCH BOX WITH CUTLERY,6,5/27/11 10:29,"2,55",Germany
554861,21747,SMALL SKULL WINDMILL,12,5/27/11 10:29,"1,25",Germany
554861,21934,SKULL SHOULDER BAG,10,5/27/11 10:29,"1,65",Germany
554861,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,5/27/11 10:29,"2,95",Germany
554861,21408,SPOTTY PINK DUCK DOORSTOP,3,5/27/11 10:29,"4,25",Germany
554861,21746,SMALL RED RETROSPOT WINDMILL,12,5/27/11 10:29,"1,25",Germany
554861,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6,5/27/11 10:29,"2,55",Germany
554861,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,5/27/11 10:29,"1,65",Germany
554861,22505,MEMO BOARD COTTAGE DESIGN,4,5/27/11 10:29,"4,95",Germany
554861,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,5/27/11 10:29,"2,95",Germany
554861,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,5/27/11 10:29,"2,55",Germany
554861,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,5/27/11 10:29,"2,95",Germany
554861,21539,RED RETROSPOT BUTTER DISH,3,5/27/11 10:29,"4,95",Germany
554861,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,5/27/11 10:29,"8,5",Germany
554861,POST,POSTAGE,5,5/27/11 10:29,18,Germany
C555600,23200,JUMBO BAG PEARS,-10,6/6/11 11:17,"2,08",Germany
C555600,23204,CHARLOTTE BAG APPLES DESIGN,-3,6/6/11 11:17,"0,85",Germany
