InvoiceNo,StockCode,Description,Quantity,date,price,CustomerID,Country
540553,22858,EASTER TIN KEEPSAKE,48,1/10/11 9:48,"1,65",12500,Germany
540553,22861,EASTER TIN CHICKS IN GARDEN,48,1/10/11 9:48,"1,65",12500,Germany
540553,22585,PACK OF 6 BIRDY GIFT TAGS,144,1/10/11 9:48,"1,06",12500,Germany
540553,22366,DOORMAT AIRMAIL,2,1/10/11 9:48,"7,95",12500,Germany
540553,POST,POSTAGE,1,1/10/11 9:48,18,12500,Germany
540562,10125,MINI FUNKY DESIGN TAPES,20,1/10/11 10:35,"0,42",12524,Germany
540562,21880,RED RETROSPOT TAPE,24,1/10/11 10:35,"0,19",12524,Germany
540562,21882,SKULLS TAPE,24,1/10/11 10:35,"0,19",12524,Germany
540562,21884,CAKES AND BOWS GIFT  TAPE,24,1/10/11 10:35,"0,19",12524,Germany
540562,21883,STARS GIFT TAPE,24,1/10/11 10:35,"0,19",12524,Germany
540562,22264,FELT FARM ANIMAL WHITE BUNNY,48,1/10/11 10:35,"0,19",12524,Germany
540562,22378,WALL TIDY RETROSPOT,20,1/10/11 10:35,"0,85",12524,Germany
540562,22377,BOTTLE BAG RETROSPOT,20,1/10/11 10:35,"0,85",12524,Germany
540562,22504,CABIN BAG VINTAGE RETROSPOT,3,1/10/11 10:35,"12,75",12524,Germany
540562,20726,LUNCH BAG WOODLAND,20,1/10/11 10:35,"1,65",12524,Germany
540562,20725,LUNCH BAG RED RETROSPOT,20,1/10/11 10:35,"1,65",12524,Germany
540562,20728,LUNCH BAG CARS BLUE,10,1/10/11 10:35,"1,65",12524,Germany
540562,22383,LUNCH BAG SUKI  DESIGN,20,1/10/11 10:35,"1,65",12524,Germany
540562,84692,BOX OF 24 COCKTAIL PARASOLS,100,1/10/11 10:35,"0,42",12524,Germany
540562,22558,CLOTHES PEGS RETROSPOT PACK 24,12,1/10/11 10:35,"1,49",12524,Germany
540562,POST,POSTAGE,3,1/10/11 10:35,18,12524,Germany
C540643,22423,REGENCY CAKESTAND 3 TIER,-2,1/10/11 14:08,"10,95",12471,Germany
540769,22961,JAM MAKING SET PRINTED,12,1/11/11 10:38,"1,45",12601,Germany
540769,22652,TRAVEL SEWING KIT,10,1/11/11 10:38,"1,65",12601,Germany
540769,85176,SEWING SUSAN 21 NEEDLE SET,12,1/11/11 10:38,"0,85",12601,Germany
540769,82482,WOODEN PICTURE FRAME WHITE FINISH,12,1/11/11 10:38,"2,55",12601,Germany
540769,21135,VICTORIAN  METAL POSTCARD SPRING,8,1/11/11 10:38,"1,69",12601,Germany
540769,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1/11/11 10:38,"1,65",12601,Germany
540769,22984,CARD GINGHAM ROSE,12,1/11/11 10:38,"0,42",12601,Germany
540769,22331,WOODLAND PARTY BAG + STICKER SET,8,1/11/11 10:38,"1,65",12601,Germany
540769,POST,POSTAGE,1,1/11/11 10:38,18,12601,Germany
C540850,21231,SWEETHEART CERAMIC TRINKET BOX,-1,1/12/11 9:41,"1,25",12665,Germany
540900,22189,CREAM HEART CARD HOLDER,4,1/12/11 11:46,"3,95",12712,Germany
540900,15056P,EDWARDIAN PARASOL PINK,3,1/12/11 11:46,"5,95",12712,Germany
540900,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,16,1/12/11 11:46,"2,95",12712,Germany
540900,22138,BAKING SET 9 PIECE RETROSPOT,3,1/12/11 11:46,"4,95",12712,Germany
540900,21976,PACK OF 60 MUSHROOM CAKE CASES,24,1/12/11 11:46,"0,55",12712,Germany
540900,85049G,CHOCOLATE BOX RIBBONS,12,1/12/11 11:46,"1,25",12712,Germany
540900,82482,WOODEN PICTURE FRAME WHITE FINISH,12,1/12/11 11:46,"2,55",12712,Germany
540900,82494L,WOODEN FRAME ANTIQUE WHITE,12,1/12/11 11:46,"2,95",12712,Germany
540900,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,1/12/11 11:46,"4,95",12712,Germany
540900,84949,SILVER HANGING T-LIGHT HOLDER,6,1/12/11 11:46,"1,65",12712,Germany
540900,POST,POSTAGE,2,1/12/11 11:46,18,12712,Germany
541093,22472,TV DINNER TRAY DOLLY GIRL,3,1/13/11 13:21,"4,95",12471,Germany
541093,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,1/13/11 13:21,"2,95",12471,Germany
541093,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,1/13/11 13:21,"4,95",12471,Germany
541093,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,1/13/11 13:21,"1,65",12471,Germany
541093,22937,BAKING MOULD CHOCOLATE CUPCAKES,18,1/13/11 13:21,"2,55",12471,Germany
541093,22423,REGENCY CAKESTAND 3 TIER,48,1/13/11 13:21,"10,95",12471,Germany
541093,POST,POSTAGE,5,1/13/11 13:21,18,12471,Germany
541122,22425,ENAMEL COLANDER CREAM,3,1/14/11 9:23,"4,95",12708,Germany
541122,22199,FRYING PAN RED RETROSPOT,4,1/14/11 9:23,"4,25",12708,Germany
