InvoiceNo,StockCode,Description,Quantity,date,price,CustomerID,Country
554263,21086,SET/6 RED SPOTTY PAPER CUPS,12,5/23/11 12:32,"0,65",12474,Germany
C554266,23199,JUMBO BAG APPLES,-2,5/23/11 12:48,"2,08",12474,Germany
C554266,23126,FELTCRAFT GIRL AMELIE KIT,-1,5/23/11 12:48,"4,95",12474,Germany
C554266,22431,WATERING CAN BLUE ELEPHANT,-1,5/23/11 12:48,"1,95",12474,Germany
C554266,22433,WATERING CAN GREEN DINOSAUR,-1,5/23/11 12:48,"1,95",12474,Germany
C554266,22244,3 HOOK HANGER MAGIC GARDEN,-5,5/23/11 12:48,"1,95",12474,Germany
554324,23066,SMALL DECO JEWELLERY STAND,4,5/23/11 15:38,"8,25",12712,Germany
554324,23065,LARGE DECO JEWELLERY STAND,2,5/23/11 15:38,"12,5",12712,Germany
554324,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,24,5/23/11 15:38,"2,95",12712,Germany
554324,POST,POSTAGE,1,5/23/11 15:38,18,12712,Germany
554325,23168,CLASSIC CAFE SUGAR DISPENSER,12,5/23/11 15:38,"1,25",12621,Germany
554325,23206,LUNCH BAG APPLE DESIGN,30,5/23/11 15:38,"1,65",12621,Germany
554325,23208,LUNCH BAG VINTAGE LEAF DESIGN,20,5/23/11 15:38,"1,65",12621,Germany
554325,23209,LUNCH BAG DOILEY PATTERN,20,5/23/11 15:38,"1,65",12621,Germany
554325,23108,SET OF 10 LED DOLLY LIGHTS,2,5/23/11 15:38,"6,25",12621,Germany
554325,23079,TOADSTOOL BEDSIDE LIGHT,2,5/23/11 15:38,"8,95",12621,Germany
554325,21078,SET/20 STRAWBERRY PAPER NAPKINS,12,5/23/11 15:38,"0,85",12621,Germany
554325,22908,PACK OF 20 NAPKINS RED APPLES,12,5/23/11 15:38,"0,85",12621,Germany
554325,22383,LUNCH BAG SUKI DESIGN,10,5/23/11 15:38,"1,65",12621,Germany
554325,20725,LUNCH BAG RED RETROSPOT,10,5/23/11 15:38,"1,65",12621,Germany
554325,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,5/23/11 15:38,"2,95",12621,Germany
554325,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,5/23/11 15:38,"2,95",12621,Germany
554325,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,5/23/11 15:38,"2,55",12621,Germany
554325,22352,LUNCH BOX WITH CUTLERY RETROSPOT,12,5/23/11 15:38,"2,55",12621,Germany
554325,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,5/23/11 15:38,"3,75",12621,Germany
554325,79191C,RETRO PLASTIC ELEPHANT TRAY,12,5/23/11 15:38,"0,85",12621,Germany
554325,21556,CERAMIC STRAWBERRY MONEY BOX,6,5/23/11 15:38,"2,55",12621,Germany
554325,22244,3 HOOK HANGER MAGIC GARDEN,12,5/23/11 15:38,"1,95",12621,Germany
554325,21212,PACK OF 72 RETROSPOT CAKE CASES,24,5/23/11 15:38,"0,55",12621,Germany
554325,84086C,PINK/PURPLE RETRO RADIO,6,5/23/11 15:38,"2,95",12621,Germany
554325,POST,POSTAGE,3,5/23/11 15:38,18,12621,Germany
C554336,23199,JUMBO BAG APPLES,-2,5/23/11 17:20,"2,08",12474,Germany
C554336,23126,FELTCRAFT GIRL AMELIE KIT,-1,5/23/11 17:20,"4,95",12474,Germany
C554336,22431,WATERING CAN BLUE ELEPHANT,-1,5/23/11 17:20,"1,95",12474,Germany
C554336,22433,WATERING CAN GREEN DINOSAUR,-1,5/23/11 17:20,"1,95",12474,Germany
554363,22900,SET 2 TEA TOWELS I LOVE LONDON,6,5/24/11 10:19,"3,25",12647,Germany
554363,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,5/24/11 10:19,"3,25",12647,Germany
554363,20725,LUNCH BAG RED RETROSPOT,10,5/24/11 10:19,"1,65",12647,Germany
554363,22244,3 HOOK HANGER MAGIC GARDEN,12,5/24/11 10:19,"1,95",12647,Germany
554363,22505,MEMO BOARD COTTAGE DESIGN,4,5/24/11 10:19,"4,95",12647,Germany
554363,22427,ENAMEL FLOWER JUG CREAM,3,5/24/11 10:19,"5,95",12647,Germany
554363,21154,RED RETROSPOT OVEN GLOVE,10,5/24/11 10:19,"1,25",12647,Germany
554363,47559B,TEA TIME OVEN GLOVE,10,5/24/11 10:19,"1,25",12647,Germany
554363,21936,RED RETROSPOT PICNIC BAG,10,5/24/11 10:19,"2,95",12647,Germany
554363,20726,LUNCH BAG WOODLAND,10,5/24/11 10:19,"1,65",12647,Germany
554363,47341A,FUSCHIA TABLE RUN FLOWER,12,5/24/11 10:19,"1,25",12647,Germany
554363,47341B,BLUE TABLE RUN FLOWER,12,5/24/11 10:19,"1,25",12647,Germany
554363,22077,6 RIBBONS RUSTIC CHARM,12,5/24/11 10:19,"1,65",12647,Germany
554363,22968,ROSE COTTAGE KEEPSAKE BOX,2,5/24/11 10:19,"9,95",12647,Germany
554363,POST,POSTAGE,2,5/24/11 10:19,18,12647,Germany
554699,23084,RABBIT NIGHT LIGHT,6,5/26/11 9:17,"2,08",12613,Germany
554699,23199,JUMBO BAG APPLES,20,5/26/11 9:17,"2,08",12613,Germany
554699,23200,JUMBO BAG PEARS,20,5/26/11 9:17,"2,08",12613,Germany
554699,23298,SPOTTY BUNTING,3,5/26/11 9:17,"4,95",12613,Germany
554699,23201,JUMBO BAG ALPHABET,10,5/26/11 9:17,"2,08",12613,Germany
554699,23202,JUMBO BAG VINTAGE LEAF,10,5/26/11 9:17,"2,08",12613,Germany
554699,21556,CERAMIC STRAWBERRY MONEY BOX,6,5/26/11 9:17,"2,55",12613,Germany
554699,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,5/26/11 9:17,"1,65",12613,Germany
554699,22556,PLASTERS IN TIN CIRCUS PARADE,12,5/26/11 9:17,"1,65",12613,Germany
554699,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,5/26/11 9:17,"2,95",12613,Germany
554699,22328,ROUND SNACK BOXES SET OF 4 FRUITS,12,5/26/11 9:17,"2,95",12613,Germany
554699,20665,RED RETROSPOT PURSE,6,5/26/11 9:17,"2,95",12613,Germany
554699,85099F,JUMBO BAG STRAWBERRY,10,5/26/11 9:17,"2,08",12613,Germany
554699,21668,RED STRIPE CERAMIC DRAWER KNOB,12,5/26/11 9:17,"1,25",12613,Germany
554699,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,5/26/11 9:17,"4,15",12613,Germany
554699,23254,CHILDRENS CUTLERY DOLLY GIRL,4,5/26/11 9:17,"4,15",12613,Germany
554699,23256,CHILDRENS CUTLERY SPACEBOY,4,5/26/11 9:17,"4,15",12613,Germany
554699,21558,SKULL LUNCH BOX WITH CUTLERY,6,5/26/11 9:17,"2,55",12613,Germany
554699,21930,JUMBO STORAGE BAG SKULLS,10,5/26/11 9:17,"2,08",12613,Germany
554699,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,5/26/11 9:17,"2,55",12613,Germany
554699,22352,LUNCH BOX WITH CUTLERY RETROSPOT,6,5/26/11 9:17,"2,55",12613,Germany
554699,POST,POSTAGE,3,5/26/11 9:17,18,12613,Germany
554700,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,5/26/11 9:18,"4,95",12613,Germany
554700,22467,GUMBALL COAT RACK,36,5/26/11 9:18,"2,1",12613,Germany
554700,20665,RED RETROSPOT PURSE,6,5/26/11 9:18,"2,95",12613,Germany
554700,22027,TEA PARTY BIRTHDAY CARD,12,5/26/11 9:18,"0,42",12613,Germany
554700,22028,PENNY FARTHING BIRTHDAY CARD,12,5/26/11 9:18,"0,42",12613,Germany
554700,21930,JUMBO STORAGE BAG SKULLS,10,5/26/11 9:18,"2,08",12613,Germany
554711,22128,PARTY CONES CANDY ASSORTED,12,5/26/11 10:41,"1,25",12654,Germany
554711,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,5/26/11 10:41,"2,55",12654,Germany
554711,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,5/26/11 10:41,"2,55",12654,Germany
554711,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,5/26/11 10:41,"3,75",12654,Germany
554711,22138,BAKING SET 9 PIECE RETROSPOT,3,5/26/11 10:41,"4,95",12654,Germany
554711,22617,BAKING SET SPACEBOY DESIGN,3,5/26/11 10:41,"4,95",12654,Germany
554711,22668,PINK BABY BUNTING,5,5/26/11 10:41,"2,95",12654,Germany
554711,POST,POSTAGE,1,5/26/11 10:41,18,12654,Germany
554713,20719,WOODLAND CHARLOTTE BAG,10,5/26/11 10:43,"0,85",12654,Germany
554713,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,5/26/11 10:43,"1,65",12654,Germany
554713,22556,PLASTERS IN TIN CIRCUS PARADE,12,5/26/11 10:43,"1,65",12654,Germany
554794,23209,LUNCH BAG DOILEY PATTERN,10,5/26/11 12:41,"1,65",12720,Germany
554794,23203,JUMBO BAG DOILEY PATTERNS,10,5/26/11 12:41,"2,08",12720,Germany
554794,22963,JAM JAR WITH GREEN LID,12,5/26/11 12:41,"0,85",12720,Germany
