InvoiceNo,StockCode,Description,Quantity,date,price,CustomerID,Country
567666,51014L,"FEATHER PEN,LIGHT PINK",24,9/21/11 15:23,"0,39",12520,Germany
567666,23313,VINTAGE CHRISTMAS BUNTING,5,9/21/11 15:23,"4,95",12520,Germany
567666,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,9/21/11 15:23,"5,45",12520,Germany
567666,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,9/21/11 15:23,"4,95",12520,Germany
567666,21039,RED RETROSPOT SHOPPING BAG,6,9/21/11 15:23,"2,55",12520,Germany
567666,21787,RAIN PONCHO RETROSPOT,24,9/21/11 15:23,"0,85",12520,Germany
567666,23287,RED VINTAGE SPOT BEAKER,8,9/21/11 15:23,"0,85",12520,Germany
567666,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,6,9/21/11 15:23,"2,95",12520,Germany
567666,22398,MAGNETS PACK OF 4 SWALLOWS,12,9/21/11 15:23,"0,39",12520,Germany
567666,23189,SET OF 12 FORK CANDLES,18,9/21/11 15:23,"2,89",12520,Germany
567666,35471D,SET OF 3 BIRD LIGHT PINK FEATHER,24,9/21/11 15:23,"0,39",12520,Germany
567666,21035,SET/2 RED RETROSPOT TEA TOWELS,6,9/21/11 15:23,"3,25",12520,Germany
567666,22900,SET 2 TEA TOWELS I LOVE LONDON,6,9/21/11 15:23,"3,25",12520,Germany
567666,22629,SPACEBOY LUNCH BOX,12,9/21/11 15:23,"1,95",12520,Germany
567666,21094,SET/6 RED SPOTTY PAPER PLATES,12,9/21/11 15:23,"0,85",12520,Germany
567666,21242,RED RETROSPOT PLATE,16,9/21/11 15:23,"1,69",12520,Germany
567666,22378,WALL TIDY RETROSPOT,5,9/21/11 15:23,"2,1",12520,Germany
567666,23298,SPOTTY BUNTING,6,9/21/11 15:23,"4,95",12520,Germany
567666,22476,EMPIRE UNION JACK TV DINNER TRAY,3,9/21/11 15:23,"4,95",12520,Germany
567666,22816,CARD MOTORBIKE SANTA,12,9/21/11 15:23,"0,42",12520,Germany
567666,22333,RETROSPOT PARTY BAG + STICKER SET,8,9/21/11 15:23,"1,65",12520,Germany
567666,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,9/21/11 15:23,"1,65",12520,Germany
567666,22819,"BIRTHDAY CARD, RETRO SPOT",12,9/21/11 15:23,"0,42",12520,Germany
567666,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,9/21/11 15:23,"2,95",12520,Germany
567666,23388,WOODLAND MINI BACKPACK,4,9/21/11 15:23,"4,15",12520,Germany
567666,23389,SPACEBOY MINI BACKPACK,4,9/21/11 15:23,"4,15",12520,Germany
567666,POST,POSTAGE,4,9/21/11 15:23,18,12520,Germany
567666,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,9/21/11 15:23,"1,45",12520,Germany
567666,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,9/21/11 15:23,"1,45",12520,Germany
567904,22505,MEMO BOARD COTTAGE DESIGN,4,9/22/11 16:34,"4,95",12609,Germany
567904,23209,LUNCH BAG VINTAGE DOILY,10,9/22/11 16:34,"1,65",12609,Germany
567904,22382,LUNCH BAG SPACEBOY DESIGN,10,9/22/11 16:34,"1,65",12609,Germany
567904,20726,LUNCH BAG WOODLAND,10,9/22/11 16:34,"1,65",12609,Germany
567904,23389,SPACEBOY MINI BACKPACK,4,9/22/11 16:34,"4,15",12609,Germany
567904,23388,WOODLAND MINI BACKPACK,4,9/22/11 16:34,"4,15",12609,Germany
567904,23176,ABC TREASURE BOOK BOX,8,9/22/11 16:34,"2,25",12609,Germany
567904,23353,6 GIFT TAGS VINTAGE CHRISTMAS,12,9/22/11 16:34,"0,83",12609,Germany
567904,23247,BISCUIT TIN 50'S CHRISTMAS,6,9/22/11 16:34,"2,89",12609,Germany
567904,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,9/22/11 16:34,"1,45",12609,Germany
567904,21755,LOVE BUILDING BLOCK WORD,3,9/22/11 16:34,"6,25",12609,Germany
567904,21754,HOME BUILDING BLOCK WORD,3,9/22/11 16:34,"6,25",12609,Germany
567904,23423,PANTRY 3 HOOK ROLLING PIN HANGER,6,9/22/11 16:34,"3,75",12609,Germany
567904,23421,PANTRY HOOK SPATULA,12,9/22/11 16:34,"2,08",12609,Germany
567904,23422,PANTRY HOOK BALLOON WHISK,12,9/22/11 16:34,"2,08",12609,Germany
567904,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,12,9/22/11 16:34,"1,25",12609,Germany
567904,POST,POSTAGE,2,9/22/11 16:34,18,12609,Germany
567914,23113,PANTRY CHOPPING BOARD,3,9/22/11 17:14,"4,95",12647,Germany
567914,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,60,9/22/11 17:14,"2,1",12647,Germany
567914,POST,POSTAGE,1,9/22/11 17:14,18,12647,Germany
567924,23113,PANTRY CHOPPING BOARD,6,9/22/11 17:25,"4,95",12471,Germany
567924,22813,PACK 3 BOXES BIRD PANNETONE,36,9/22/11 17:25,"1,95",12471,Germany
567924,22961,JAM MAKING SET PRINTED,12,9/22/11 17:25,"1,45",12471,Germany
567924,22556,PLASTERS IN TIN CIRCUS PARADE,12,9/22/11 17:25,"1,65",12471,Germany
567924,22741,FUNKY DIVA PEN,48,9/22/11 17:25,"0,85",12471,Germany
567924,23155,KNICKERBOCKERGLORY MAGNET ASSORTED,12,9/22/11 17:25,"0,83",12471,Germany
567924,23198,PANTRY MAGNETIC  SHOPPING LIST,12,9/22/11 17:25,"1,45",12471,Germany
567924,POST,POSTAGE,1,9/22/11 17:25,18,12471,Germany
567958,22813,PACK 3 BOXES BIRD PANNETONE,96,9/23/11 9:00,"1,65",12619,Germany
567958,22812,PACK 3 BOXES CHRISTMAS PANNETONE,96,9/23/11 9:00,"1,65",12619,Germany
567958,21817,GLITTER CHRISTMAS TREE,36,9/23/11 9:00,"0,39",12619,Germany
567958,21014,SWISS CHALET TREE DECORATION,24,9/23/11 9:00,"0,29",12619,Germany
567958,35954,SMALL FOLKART STAR CHRISTMAS DEC,48,9/23/11 9:00,"0,19",12619,Germany
567958,23290,SPACEBOY CHILDRENS BOWL,8,9/23/11 9:00,"1,25",12619,Germany
567958,23292,SPACEBOY CHILDRENS CUP,8,9/23/11 9:00,"1,25",12619,Germany
567958,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,9/23/11 9:00,"1,45",12619,Germany
567958,21212,PACK OF 72 RETROSPOT CAKE CASES,24,9/23/11 9:00,"0,55",12619,Germany
567958,23307,SET OF 60 PANTRY DESIGN CAKE CASES,24,9/23/11 9:00,"0,55",12619,Germany
567958,23309,SET OF 60 I LOVE LONDON CAKE CASES,24,9/23/11 9:00,"0,55",12619,Germany
567958,23308,SET OF 60 VINTAGE LEAF CAKE CASES,24,9/23/11 9:00,"0,55",12619,Germany
567958,POST,POSTAGE,2,9/23/11 9:00,18,12619,Germany
567959,22945,CHRISTMAS METAL TAGS ASSORTED,144,9/23/11 9:13,"0,72",12516,Germany
567959,22952,60 CAKE CASES VINTAGE CHRISTMAS,48,9/23/11 9:13,"0,55",12516,Germany
567959,23343,JUMBO BAG VINTAGE CHRISTMAS,50,9/23/11 9:13,"2,08",12516,Germany
567959,44242B,PINK FEATHERS CURTAIN,12,9/23/11 9:13,"0,79",12516,Germany
567959,85032D,YULETIDE IMAGES GIFT WRAP SET,12,9/23/11 9:13,"0,65",12516,Germany
567959,85099B,JUMBO BAG RED RETROSPOT,50,9/23/11 9:13,"2,08",12516,Germany
567959,85099F,JUMBO BAG STRAWBERRY,50,9/23/11 9:13,"2,08",12516,Germany
567959,20724,RED RETROSPOT CHARLOTTE BAG,50,9/23/11 9:13,"0,85",12516,Germany
567959,20719,WOODLAND CHARLOTTE BAG,40,9/23/11 9:13,"0,85",12516,Germany
567959,23205,CHARLOTTE BAG VINTAGE ALPHABET,20,9/23/11 9:13,"0,85",12516,Germany
567959,20712,JUMBO BAG WOODLAND ANIMALS,30,9/23/11 9:13,"2,08",12516,Germany
567959,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,9/23/11 9:13,"2,08",12516,Germany
567959,POST,POSTAGE,4,9/23/11 9:13,18,12516,Germany
568056,21786,POLKADOT RAIN HAT,24,9/23/11 12:55,"0,42",12705,Germany
568056,21154,RED RETROSPOT OVEN GLOVE,10,9/23/11 12:55,"1,25",12705,Germany
