InvoiceNo,StockCode,Description,Quantity,date,price,CustomerID,Country
C575150,23368,SET 12 COLOUR PENCILS DOLLY GIRL,-3,11/8/11 16:05,"0,65",12471,Germany
C575150,23347,I LOVE LONDON BEAKER,-12,11/8/11 16:05,"1,25",12471,Germany
C575150,23291,DOLLY GIRL CHILDRENS CUP,-1,11/8/11 16:05,"1,25",12471,Germany
C575150,23289,DOLLY GIRL CHILDRENS BOWL,-1,11/8/11 16:05,"1,25",12471,Germany
C575150,23245,SET OF 3 REGENCY CAKE TINS,-6,11/8/11 16:05,"4,15",12471,Germany
C575150,23240,SET OF 4 KNICK KNACK TINS DOILY,-3,11/8/11 16:05,"4,15",12471,Germany
C575150,23198,PANTRY MAGNETIC  SHOPPING LIST,-9,11/8/11 16:05,"1,45",12471,Germany
C575223,22973,CHILDREN'S CIRCUS PARADE MUG,-1,11/9/11 11:33,"1,65",12472,Germany
575352,22236,CAKE STAND 3 TIER MAGIC GARDEN,12,11/9/11 14:56,"10,95",12504,Germany
575352,22776,SWEETHEART 3 TIER CAKE STAND,12,11/9/11 14:56,"8,5",12504,Germany
575352,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,12,11/9/11 14:56,"8,5",12504,Germany
575352,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,11/9/11 14:56,"1,25",12504,Germany
575352,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,11/9/11 14:56,"1,25",12504,Germany
575352,POST,POSTAGE,3,11/9/11 14:56,18,12504,Germany
575498,POST,POSTAGE,1,11/10/11 9:52,18,12708,Germany
575498,47559B,TEA TIME OVEN GLOVE,12,11/10/11 9:52,"1,25",12708,Germany
C575592,22080,RIBBON REEL POLKADOTS,-10,11/10/11 12:10,"1,65",12619,Germany
C575592,22079,RIBBON REEL HEARTS DESIGN,-10,11/10/11 12:10,"1,65",12619,Germany
575632,M,Manual,1,11/10/11 13:44,"40,46",12473,Germany
575632,M,Manual,1,11/10/11 13:44,"424,06",12473,Germany
575632,M,Manual,1,11/10/11 13:44,"549,34",12473,Germany
C575635,M,Manual,-1,11/10/11 13:45,"424,06",12473,Germany
C575635,M,Manual,-1,11/10/11 13:45,"549,34",12473,Germany
575636,M,Manual,1,11/10/11 13:46,"40,46",12473,Germany
C575638,M,Manual,-1,11/10/11 13:48,"40,46",12473,Germany
575713,20712,JUMBO BAG WOODLAND ANIMALS,10,11/10/11 17:49,"2,08",13817,Germany
575713,22331,WOODLAND PARTY BAG + STICKER SET,8,11/10/11 17:49,"1,65",13817,Germany
575713,22333,RETROSPOT PARTY BAG + STICKER SET,8,11/10/11 17:49,"1,65",13817,Germany
575713,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,4,11/10/11 17:49,"4,25",13817,Germany
575713,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,11/10/11 17:49,"3,75",13817,Germany
575713,22736,RIBBON REEL MAKING SNOWMEN,10,11/10/11 17:49,"1,65",13817,Germany
575713,21880,RED RETROSPOT TAPE,24,11/10/11 17:49,"0,65",13817,Germany
575713,22556,PLASTERS IN TIN CIRCUS PARADE,12,11/10/11 17:49,"1,65",13817,Germany
575713,22555,PLASTERS IN TIN STRONGMAN,12,11/10/11 17:49,"1,65",13817,Germany
575713,22551,PLASTERS IN TIN SPACEBOY,12,11/10/11 17:49,"1,65",13817,Germany
575713,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,11/10/11 17:49,"2,95",13817,Germany
575713,23433,HANGING QUILTED PATCHWORK APPLES,12,11/10/11 17:49,"0,83",13817,Germany
575713,23474,WOODLAND SMALL BLUE FELT HEART,12,11/10/11 17:49,"0,83",13817,Germany
575713,23475,WOODLAND SMALL PINK FELT HEART,12,11/10/11 17:49,"0,83",13817,Germany
575713,POST,POSTAGE,2,11/10/11 17:49,18,13817,Germany
575732,15056BL,EDWARDIAN PARASOL BLACK,6,11/11/11 8:19,"5,95",12712,Germany
575732,15056N,EDWARDIAN PARASOL NATURAL,6,11/11/11 8:19,"5,95",12712,Germany
575732,15056P,EDWARDIAN PARASOL PINK,3,11/11/11 8:19,"5,95",12712,Germany
575732,22867,HAND WARMER BIRD DESIGN,12,11/11/11 8:19,"2,1",12712,Germany
575732,22865,HAND WARMER OWL DESIGN,12,11/11/11 8:19,"2,1",12712,Germany
575732,21481,FAWN BLUE HOT WATER BOTTLE,4,11/11/11 8:19,"3,75",12712,Germany
575732,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,11/11/11 8:19,"4,25",12712,Germany
575732,23485,BOTANICAL GARDENS WALL CLOCK,1,11/11/11 8:19,25,12712,Germany
575732,POST,POSTAGE,2,11/11/11 8:19,18,12712,Germany
575733,20749,ASSORTED COLOUR MINI CASES,2,11/11/11 8:33,"7,95",13810,Germany
575733,21509,COWBOYS AND INDIANS BIRTHDAY CARD,12,11/11/11 8:33,"0,42",13810,Germany
575733,22025,RING OF ROSES BIRTHDAY CARD,12,11/11/11 8:33,"0,42",13810,Germany
575733,21506,"FANCY FONT BIRTHDAY CARD,",12,11/11/11 8:33,"0,42",13810,Germany
575733,22717,CARD DOG AND BALL,12,11/11/11 8:33,"0,42",13810,Germany
575733,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,11/11/11 8:33,"1,45",13810,Germany
575733,21354,TOAST ITS - BEST MUM,12,11/11/11 8:33,"1,25",13810,Germany
575733,21217,RED RETROSPOT ROUND CAKE TINS,5,11/11/11 8:33,"9,95",13810,Germany
575733,22551,PLASTERS IN TIN SPACEBOY,12,11/11/11 8:33,"1,65",13810,Germany
575733,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,11/11/11 8:33,"1,65",13810,Germany
575733,22505,MEMO BOARD COTTAGE DESIGN,4,11/11/11 8:33,"4,95",13810,Germany
575733,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,12,11/11/11 8:33,"2,1",13810,Germany
575733,84375,SET OF 20 KIDS COOKIE CUTTERS,12,11/11/11 8:33,"2,1",13810,Germany
575733,POST,POSTAGE,1,11/11/11 8:33,18,13810,Germany
575750,85061W,WHITE JEWELLED HEART DECORATION,24,11/11/11 10:29,"0,85",12600,Germany
575750,72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,24,11/11/11 10:29,"0,79",12600,Germany
575750,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,6,11/11/11 10:29,"1,95",12600,Germany
575750,85099B,JUMBO BAG RED RETROSPOT,10,11/11/11 10:29,"2,08",12600,Germany
575750,21811,HANGING HEART WITH BELL,48,11/11/11 10:29,"0,39",12600,Germany
575750,20679,EDWARDIAN PARASOL RED,18,11/11/11 10:29,"5,95",12600,Germany
575750,20712,JUMBO BAG WOODLAND ANIMALS,10,11/11/11 10:29,"2,08",12600,Germany
575750,85014B,RED RETROSPOT UMBRELLA,18,11/11/11 10:29,"5,95",12600,Germany
575750,POST,POSTAGE,3,11/11/11 10:29,18,12600,Germany
575787,22629,SPACEBOY LUNCH BOX,12,11/11/11 11:18,"1,95",12518,Germany
575787,23368,SET 12 COLOUR PENCILS DOLLY GIRL,16,11/11/11 11:18,"0,65",12518,Germany
575787,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,11/11/11 11:18,"8,5",12518,Germany
575787,23254,CHILDRENS CUTLERY DOLLY GIRL,4,11/11/11 11:18,"4,15",12518,Germany
575787,84997C,CHILDRENS CUTLERY POLKADOT BLUE,4,11/11/11 11:18,"4,15",12518,Germany
575787,22271,FELTCRAFT DOLL ROSIE,6,11/11/11 11:18,"2,95",12518,Germany
575787,23439,HAND WARMER RED LOVE HEART,12,11/11/11 11:18,"2,1",12518,Germany
575787,22418,10 COLOUR SPACEBOY PEN,24,11/11/11 11:18,"0,85",12518,Germany
575787,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,11/11/11 11:18,"1,25",12518,Germany
575787,22705,WRAP GREEN PEARS,25,11/11/11 11:18,"0,42",12518,Germany
575787,22708,WRAP DOLLY GIRL,25,11/11/11 11:18,"0,42",12518,Germany
575787,22303,COFFEE MUG APPLES DESIGN,6,11/11/11 11:18,"2,55",12518,Germany
575787,22302,COFFEE MUG PEARS  DESIGN,6,11/11/11 11:18,"2,55",12518,Germany
575787,23292,SPACEBOY CHILDRENS CUP,8,11/11/11 11:18,"1,25",12518,Germany
575787,23291,DOLLY GIRL CHILDRENS CUP,8,11/11/11 11:18,"1,25",12518,Germany
575787,23289,DOLLY GIRL CHILDRENS BOWL,8,11/11/11 11:18,"1,25",12518,Germany
575787,21882,SKULLS TAPE,12,11/11/11 11:18,"0,65",12518,Germany
575787,21881,CUTE CATS TAPE,12,11/11/11 11:18,"0,65",12518,Germany
575787,21883,STARS GIFT TAPE,12,11/11/11 11:18,"0,65",12518,Germany
575787,21884,CAKES AND BOWS GIFT  TAPE,12,11/11/11 11:18,"0,65",12518,Germany
575787,23392,SPACEBOY ROCKET LOLLY MAKERS,6,11/11/11 11:18,"2,08",12518,Germany
575787,23569,TRADTIONAL ALPHABET STAMP SET,4,11/11/11 11:18,"4,95",12518,Germany
575787,16169E,WRAP 50'S  CHRISTMAS,25,11/11/11 11:18,"0,42",12518,Germany
575787,22273,FELTCRAFT DOLL MOLLY,6,11/11/11 11:18,"2,95",12518,Germany
575787,22899,CHILDREN'S APRON DOLLY GIRL,6,11/11/11 11:18,"2,1",12518,Germany
575787,22556,PLASTERS IN TIN CIRCUS PARADE,12,11/11/11 11:18,"1,65",12518,Germany
575787,23084,RABBIT NIGHT LIGHT,6,11/11/11 11:18,"2,08",12518,Germany
575787,22274,FELTCRAFT DOLL EMILY,6,11/11/11 11:18,"2,95",12518,Germany
575787,22551,PLASTERS IN TIN SPACEBOY,12,11/11/11 11:18,"1,65",12518,Germany
575787,POST,POSTAGE,3,11/11/11 11:18,18,12518,Germany
