InvoiceNo,StockCode,Description,Quantity,date,price,CustomerID,Country
578626,21086,SET/6 RED SPOTTY PAPER CUPS,24,11/24/11 15:38,"0,65",12709,Germany
578626,21094,SET/6 RED SPOTTY PAPER PLATES,24,11/24/11 15:38,"0,85",12709,Germany
578626,21485,RETROSPOT HEART HOT WATER BOTTLE,6,11/24/11 15:38,"4,95",12709,Germany
578626,22079,RIBBON REEL HEARTS DESIGN,10,11/24/11 15:38,"1,65",12709,Germany
578626,22080,RIBBON REEL POLKADOTS,10,11/24/11 15:38,"1,65",12709,Germany
578626,23212,HEART WREATH DECORATION WITH BELL,24,11/24/11 15:38,"1,25",12709,Germany
578626,22333,RETROSPOT PARTY BAG + STICKER SET,32,11/24/11 15:38,"1,65",12709,Germany
578626,22423,REGENCY CAKESTAND 3 TIER,32,11/24/11 15:38,"10,95",12709,Germany
578626,22625,RED KITCHEN SCALES,4,11/24/11 15:38,"8,5",12709,Germany
578626,22626,BLACK KITCHEN SCALES,4,11/24/11 15:38,"8,5",12709,Germany
578626,22726,ALARM CLOCK BAKELIKE GREEN,8,11/24/11 15:38,"3,75",12709,Germany
578626,22728,ALARM CLOCK BAKELIKE PINK,8,11/24/11 15:38,"3,75",12709,Germany
578626,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,11/24/11 15:38,"0,85",12709,Germany
578626,22961,JAM MAKING SET PRINTED,48,11/24/11 15:38,"1,45",12709,Germany
578626,22980,PANTRY SCRUBBING BRUSH,12,11/24/11 15:38,"1,65",12709,Germany
578626,23298,SPOTTY BUNTING,12,11/24/11 15:38,"4,95",12709,Germany
578626,20979,36 PENCILS TUBE RED RETROSPOT,16,11/24/11 15:38,"1,25",12709,Germany
578626,21592,RETROSPOT CIGAR BOX MATCHES,24,11/24/11 15:38,"1,25",12709,Germany
578705,84988,SET OF 72 PINK HEART PAPER DOILIES,3,11/25/11 11:12,"1,45",12531,Germany
578705,23569,TRADTIONAL ALPHABET STAMP SET,2,11/25/11 11:12,"4,95",12531,Germany
578705,20712,JUMBO BAG WOODLAND ANIMALS,2,11/25/11 11:12,"2,08",12531,Germany
578705,22196,SMALL HEART MEASURING SPOONS,1,11/25/11 11:12,"0,85",12531,Germany
578705,22195,LARGE HEART MEASURING SPOONS,1,11/25/11 11:12,"1,65",12531,Germany
578705,22564,ALPHABET STENCIL CRAFT,2,11/25/11 11:12,"1,25",12531,Germany
578705,21251,DINOSAUR HEIGHT CHART STICKER SET,2,11/25/11 11:12,"2,95",12531,Germany
578705,21249,WOODLAND  HEIGHT CHART STICKERS,3,11/25/11 11:12,"2,95",12531,Germany
578705,22966,GINGERBREAD MAN COOKIE CUTTER,3,11/25/11 11:12,"1,25",12531,Germany
578705,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,11/25/11 11:12,"3,75",12531,Germany
578705,21731,RED TOADSTOOL LED NIGHT LIGHT,3,11/25/11 11:12,"1,65",12531,Germany
578705,23084,RABBIT NIGHT LIGHT,2,11/25/11 11:12,"2,08",12531,Germany
578705,22078,RIBBON REEL LACE DESIGN,5,11/25/11 11:12,"2,1",12531,Germany
578705,21226,POCKET MIRROR WOODLAND,5,11/25/11 11:12,"1,25",12531,Germany
578705,22554,PLASTERS IN TIN WOODLAND ANIMALS,4,11/25/11 11:12,"1,65",12531,Germany
578705,21452,TOADSTOOL MONEY BOX,2,11/25/11 11:12,"2,95",12531,Germany
578705,22504,CABIN BAG VINTAGE RETROSPOT,1,11/25/11 11:12,"29,95",12531,Germany
C579090,84598,BOYS ALPHABET IRON ON PATCHES,-288,11/28/11 10:48,"0,21",12427,Germany
579094,20750,RED RETROSPOT MINI CASES,2,11/28/11 10:56,"7,95",12668,Germany
579094,21481,FAWN BLUE HOT WATER BOTTLE,4,11/28/11 10:56,"3,75",12668,Germany
579094,21165,BEWARE OF THE CAT METAL SIGN,12,11/28/11 10:56,"1,69",12668,Germany
579094,22939,ADULT APRON APPLE DELIGHT,4,11/28/11 10:56,"4,95",12668,Germany
579094,47567B,TEA TIME KITCHEN APRON,3,11/28/11 10:56,"5,95",12668,Germany
579094,21035,SET/2 RED RETROSPOT TEA TOWELS,6,11/28/11 10:56,"3,25",12668,Germany
579094,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,11/28/11 10:56,"3,25",12668,Germany
579094,21218,RED SPOTTY BISCUIT TIN,6,11/28/11 10:56,"3,75",12668,Germany
579094,22199,FRYING PAN RED RETROSPOT,4,11/28/11 10:56,"4,25",12668,Germany
579094,21154,RED RETROSPOT OVEN GLOVE,10,11/28/11 10:56,"1,25",12668,Germany
579094,47559B,TEA TIME OVEN GLOVE,10,11/28/11 10:56,"1,25",12668,Germany
579094,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,11/28/11 10:56,"4,95",12668,Germany
579094,23115,RED APPLES CHOPPING BOARD,3,11/28/11 10:56,"4,95",12668,Germany
579094,23114,VINTAGE LEAF CHOPPING BOARD,3,11/28/11 10:56,"4,95",12668,Germany
579094,23113,PANTRY CHOPPING BOARD,3,11/28/11 10:56,"4,95",12668,Germany
579094,23244,ROUND STORAGE TIN VINTAGE LEAF,6,11/28/11 10:56,"1,95",12668,Germany
579094,21531,RED RETROSPOT SUGAR JAM BOWL,6,11/28/11 10:56,"2,55",12668,Germany
579094,21535,RED RETROSPOT SMALL MILK JUG,6,11/28/11 10:56,"2,55",12668,Germany
579094,21533,RETROSPOT LARGE MILK JUG,3,11/28/11 10:56,"4,95",12668,Germany
579094,21232,STRAWBERRY CERAMIC TRINKET POT,24,11/28/11 10:56,"1,25",12668,Germany
