InvoiceNo,StockCode,Description,Quantity,date,price,Country
537892,POST,POSTAGE,1,12/9/10 10:13,18,Germany
537892,22468,BABUSHKA LIGHTS STRING OF 10,2,12/9/10 10:13,"6,75",Germany
537892,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,12/9/10 10:13,"8,5",Germany
537892,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,12/9/10 10:13,"0,42",Germany
537892,21791,VINTAGE HEADS AND TAILS CARD GAME,12,12/9/10 10:13,"1,25",Germany
537892,22620,4 TRADITIONAL SPINNING TOPS,12,12/9/10 10:13,"1,25",Germany
537892,22556,PLASTERS IN TIN CIRCUS PARADE,12,12/9/10 10:13,"1,65",Germany
537892,21156,RETROSPOT CHILDRENS APRON,8,12/9/10 10:13,"1,95",Germany
537892,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,12/9/10 10:13,"2,95",Germany
537892,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,12/9/10 10:13,"2,95",Germany
539636,22961,JAM MAKING SET PRINTED,24,12/20/10 15:15,"1,45",Germany
539636,22963,JAM JAR WITH GREEN LID,48,12/20/10 15:15,"0,72",Germany
539636,22962,JAM JAR WITH PINK LID,24,12/20/10 15:15,"0,85",Germany
539636,22849,BREAD BIN DINER STYLE MINT,4,12/20/10 15:15,"14,95",Germany
539636,22847,BREAD BIN DINER STYLE IVORY,4,12/20/10 15:15,"14,95",Germany
539636,22624,IVORY KITCHEN SCALES,4,12/20/10 15:15,"8,5",Germany
539636,22627,MINT KITCHEN SCALES,4,12/20/10 15:15,"8,5",Germany
539636,22445,PENCIL CASE LIFE IS BEAUTIFUL,48,12/20/10 15:15,"2,55",Germany
539636,21680,WOODLAND  STICKERS,24,12/20/10 15:15,"0,85",Germany
539636,22863,SOAP DISH BROCANTE,24,12/20/10 15:15,"2,95",Germany
539636,22652,TRAVEL SEWING KIT,20,12/20/10 15:15,"1,65",Germany
539636,POST,POSTAGE,6,12/20/10 15:15,18,Germany
540414,21880,RED RETROSPOT TAPE,24,1/7/11 10:32,"0,19",Germany
540414,21883,STARS GIFT TAPE,24,1/7/11 10:32,"0,19",Germany
540414,21787,RAIN PONCHO RETROSPOT,24,1/7/11 10:32,"0,85",Germany
540414,21786,POLKADOT RAIN HAT,24,1/7/11 10:32,"0,42",Germany
540414,22178,VICTORIAN GLASS HANGING T-LIGHT,24,1/7/11 10:32,"1,25",Germany
540414,21656,RIDGED GLASS POSY VASE,12,1/7/11 10:32,"1,45",Germany
540414,22138,BAKING SET 9 PIECE RETROSPOT,3,1/7/11 10:32,"4,95",Germany
540414,22896,PEG BAG APPLES DESIGN,12,1/7/11 10:32,"2,55",Germany
540414,22558,CLOTHES PEGS RETROSPOT PACK 24,12,1/7/11 10:32,"1,49",Germany
540414,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,1/7/11 10:32,"2,95",Germany
540414,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,1/7/11 10:32,"2,95",Germany
540414,22203,MILK PAN RED RETROSPOT,4,1/7/11 10:32,"3,75",Germany
540414,22897,OVEN MITT APPLES DESIGN,20,1/7/11 10:32,"1,45",Germany
540414,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,24,1/7/11 10:32,"2,95",Germany
540414,22892,SET OF SALT AND PEPPER TOADSTOOLS,24,1/7/11 10:32,"1,25",Germany
540414,22215,CAKE STAND WHITE TWO TIER LACE,2,1/7/11 10:32,"8,5",Germany
540414,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,1/7/11 10:32,"0,85",Germany
540414,22908,PACK OF 20 NAPKINS RED APPLES,24,1/7/11 10:32,"0,85",Germany
540414,22894,TABLECLOTH RED APPLES DESIGN,2,1/7/11 10:32,"8,5",Germany
540414,22551,PLASTERS IN TIN SPACEBOY,36,1/7/11 10:32,"1,65",Germany
540414,22556,PLASTERS IN TIN CIRCUS PARADE,36,1/7/11 10:32,"1,65",Germany
540414,21981,PACK OF 12 WOODLAND TISSUES,24,1/7/11 10:32,"0,29",Germany
540414,22986,GINGHAM ROSE WRAP,25,1/7/11 10:32,"0,42",Germany
540414,POST,POSTAGE,3,1/7/11 10:32,18,Germany
