InvoiceNo,StockCode,Description,Quantity,date,price,Country
579416,23084,RABBIT NIGHT LIGHT,72,11/29/11 13:00,"1,79",Germany
579416,23569,TRADTIONAL ALPHABET STAMP SET,12,11/29/11 13:00,"4,95",Germany
579416,23480,MINI LIGHTS WOODLAND MUSHROOMS,16,11/29/11 13:00,"3,75",Germany
579416,23347,I LOVE LONDON BEAKER,12,11/29/11 13:00,"1,25",Germany
579416,23113,PANTRY CHOPPING BOARD,6,11/29/11 13:00,"4,95",Germany
579416,23319,BOX OF 6 MINI 50'S CRACKERS,48,11/29/11 13:00,"2,08",Germany
579416,22961,JAM MAKING SET PRINTED,12,11/29/11 13:00,"1,45",Germany
579416,22621,TRADITIONAL KNITTING NANCY,12,11/29/11 13:00,"1,65",Germany
579416,23198,PANTRY MAGNETIC  SHOPPING LIST,12,11/29/11 13:00,"1,45",Germany
579416,22728,ALARM CLOCK BAKELIKE PINK,8,11/29/11 13:00,"3,75",Germany
579416,23392,SPACEBOY ROCKET LOLLY MAKERS,18,11/29/11 13:00,"2,08",Germany
579416,POST,POSTAGE,5,11/29/11 13:00,18,Germany
579419,23552,BICYCLE PUNCTURE REPAIR KIT,6,11/29/11 13:01,"2,08",Germany
579419,23498,CLASSIC BICYCLE CLIPS,12,11/29/11 13:01,"1,45",Germany
579419,23579,SNACK TRAY I LOVE LONDON,8,11/29/11 13:01,"1,95",Germany
579419,23560,SET OF 6 RIBBONS COUNTRY STYLE,6,11/29/11 13:01,"2,89",Germany
579419,23576,SNACK TRAY RED VINTAGE DOILY,8,11/29/11 13:01,"1,95",Germany
579419,23580,SNACK TRAY HAPPY FOREST,8,11/29/11 13:01,"1,95",Germany
581179,21731,RED TOADSTOOL LED NIGHT LIGHT,60,12/7/11 15:43,"1,65",Germany
581179,21232,STRAWBERRY CERAMIC TRINKET POT,48,12/7/11 15:43,"1,25",Germany
581179,22423,REGENCY CAKESTAND 3 TIER,64,12/7/11 15:43,"10,95",Germany
581179,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,12/7/11 15:43,"1,65",Germany
581179,22556,PLASTERS IN TIN CIRCUS PARADE,24,12/7/11 15:43,"1,65",Germany
581179,22621,TRADITIONAL KNITTING NANCY,36,12/7/11 15:43,"1,65",Germany
581179,22419,LIPSTICK PEN RED,48,12/7/11 15:43,"0,42",Germany
581179,22728,ALARM CLOCK BAKELIKE PINK,16,12/7/11 15:43,"3,75",Germany
581179,22961,JAM MAKING SET PRINTED,24,12/7/11 15:43,"1,45",Germany
581179,23158,SET OF 5 LUCKY CAT MAGNETS,24,12/7/11 15:43,"2,08",Germany
581179,23295,SET OF 12 MINI LOAF BAKING CASES,32,12/7/11 15:43,"0,83",Germany
581179,23294,SET OF 6 SNACK LOAF BAKING CASES,16,12/7/11 15:43,"0,83",Germany
581179,23174,REGENCY SUGAR BOWL GREEN,4,12/7/11 15:43,"4,15",Germany
581179,23198,PANTRY MAGNETIC  SHOPPING LIST,24,12/7/11 15:43,"1,45",Germany
581179,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,24,12/7/11 15:43,"1,45",Germany
581179,23319,BOX OF 6 MINI 50'S CRACKERS,12,12/7/11 15:43,"2,49",Germany
581179,23445,ICE CREAM BUBBLES,40,12/7/11 15:43,"0,83",Germany
581179,23559,WOODLAND BUNNIES LOLLY MAKERS,42,12/7/11 15:43,"2,08",Germany
581179,23113,PANTRY CHOPPING BOARD,3,12/7/11 15:43,"4,95",Germany
581179,23368,SET 12 COLOUR PENCILS DOLLY GIRL,24,12/7/11 15:43,"0,65",Germany
581179,23347,I LOVE LONDON BEAKER,24,12/7/11 15:43,"1,25",Germany
581179,23346,SPACEBOY BEAKER,12,12/7/11 15:43,"1,25",Germany
581179,23108,SET OF 10 LED DOLLY LIGHTS,10,12/7/11 15:43,"6,25",Germany
581179,23345,DOLLY GIRL BEAKER,12,12/7/11 15:43,"1,25",Germany
581179,23254,CHILDRENS CUTLERY DOLLY GIRL,4,12/7/11 15:43,"4,15",Germany
581179,23256,CHILDRENS CUTLERY SPACEBOY,4,12/7/11 15:43,"4,15",Germany
581179,23473,WOODLAND SMALL RED FELT HEART,24,12/7/11 15:43,"0,83",Germany
581179,23474,WOODLAND SMALL BLUE FELT HEART,24,12/7/11 15:43,"0,83",Germany
581179,23475,WOODLAND SMALL PINK FELT HEART,24,12/7/11 15:43,"0,83",Germany
581179,23480,MINI LIGHTS WOODLAND MUSHROOMS,24,12/7/11 15:43,"3,75",Germany
581179,23569,TRADTIONAL ALPHABET STAMP SET,12,12/7/11 15:43,"4,95",Germany
581179,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,72,12/7/11 15:43,"0,85",Germany
581179,23552,BICYCLE PUNCTURE REPAIR KIT,6,12/7/11 15:43,"2,08",Germany
581179,23576,SNACK TRAY RED VINTAGE DOILY,8,12/7/11 15:43,"1,95",Germany
581179,23579,SNACK TRAY I LOVE LONDON,8,12/7/11 15:43,"1,95",Germany
581179,23580,SNACK TRAY HAPPY FOREST,8,12/7/11 15:43,"1,95",Germany
581179,23084,RABBIT NIGHT LIGHT,24,12/7/11 15:43,"1,79",Germany
581179,POST,POSTAGE,1,12/7/11 15:43,240,Germany
