InvoiceNo,StockCode,Description,Quantity,date,price,Country
540562,10125,MINI FUNKY DESIGN TAPES,20,1/10/11 10:35,"0,42",Germany
540562,21880,RED RETROSPOT TAPE,24,1/10/11 10:35,"0,19",Germany
540562,21882,SKULLS TAPE,24,1/10/11 10:35,"0,19",Germany
540562,21884,CAKES AND BOWS GIFT  TAPE,24,1/10/11 10:35,"0,19",Germany
540562,21883,STARS GIFT TAPE,24,1/10/11 10:35,"0,19",Germany
540562,22264,FELT FARM ANIMAL WHITE BUNNY,48,1/10/11 10:35,"0,19",Germany
540562,22378,WALL TIDY RETROSPOT,20,1/10/11 10:35,"0,85",Germany
540562,22377,BOTTLE BAG RETROSPOT,20,1/10/11 10:35,"0,85",Germany
540562,22504,CABIN BAG VINTAGE RETROSPOT,3,1/10/11 10:35,"12,75",Germany
540562,20726,LUNCH BAG WOODLAND,20,1/10/11 10:35,"1,65",Germany
540562,20725,LUNCH BAG RED RETROSPOT,20,1/10/11 10:35,"1,65",Germany
540562,20728,LUNCH BAG CARS BLUE,10,1/10/11 10:35,"1,65",Germany
540562,22383,LUNCH BAG SUKI  DESIGN,20,1/10/11 10:35,"1,65",Germany
540562,84692,BOX OF 24 COCKTAIL PARASOLS,100,1/10/11 10:35,"0,42",Germany
540562,22558,CLOTHES PEGS RETROSPOT PACK 24,12,1/10/11 10:35,"1,49",Germany
540562,POST,POSTAGE,3,1/10/11 10:35,18,Germany
544483,22993,SET OF 4 PANTRY JELLY MOULDS,72,2/21/11 10:53,"1,06",Germany
544483,21088,SET/6 FRUIT SALAD PAPER CUPS,24,2/21/11 10:53,"0,65",Germany
544483,21086,SET/6 RED SPOTTY PAPER CUPS,24,2/21/11 10:53,"0,65",Germany
544483,21987,PACK OF 6 SKULL PAPER CUPS,24,2/21/11 10:53,"0,65",Germany
544483,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,12,2/21/11 10:53,"10,95",Germany
544483,22631,CIRCUS PARADE LUNCH BOX,12,2/21/11 10:53,"1,95",Germany
544483,22659,LUNCH BOX I LOVE LONDON,12,2/21/11 10:53,"1,95",Germany
544483,22349,DOG BOWL CHASING BALL DESIGN,6,2/21/11 10:53,"3,75",Germany
544483,22350,ILLUSTRATED CAT BOWL,6,2/21/11 10:53,"2,55",Germany
544483,22894,TABLECLOTH RED APPLES DESIGN,2,2/21/11 10:53,"9,95",Germany
544483,22892,SET OF SALT AND PEPPER TOADSTOOLS,72,2/21/11 10:53,"1,06",Germany
544483,POST,POSTAGE,5,2/21/11 10:53,18,Germany
