InvoiceNo,StockCode,Description,Quantity,date,price,Country
581574,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,12/9/11 12:09,"2,95",Germany
581574,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,12/9/11 12:09,"2,95",Germany
581574,23199,JUMBO BAG APPLES,10,12/9/11 12:09,"2,08",Germany
581574,23581,JUMBO BAG PAISLEY PARK,10,12/9/11 12:09,"2,08",Germany
581574,23238,SET OF 4 KNICK KNACK TINS LONDON,6,12/9/11 12:09,"4,15",Germany
581574,23237,SET OF 4 KNICK KNACK TINS LEAF,6,12/9/11 12:09,"4,15",Germany
581574,21257,VICTORIAN SEWING BOX MEDIUM,2,12/9/11 12:09,"7,95",Germany
581574,21258,VICTORIAN SEWING BOX LARGE,2,12/9/11 12:09,"12,75",Germany
581574,23111,PARISIENNE SEWING BOX,2,12/9/11 12:09,"12,5",Germany
581574,22077,6 RIBBONS RUSTIC CHARM,12,12/9/11 12:09,"1,95",Germany
581574,22074,6 RIBBONS SHIMMERING PINKS,12,12/9/11 12:09,"0,39",Germany
581574,22621,TRADITIONAL KNITTING NANCY,12,12/9/11 12:09,"1,65",Germany
581574,POST,POSTAGE,2,12/9/11 12:09,18,Germany
