InvoiceNo,StockCode,Description,Quantity,date,price,Country
568350,90160A,PURPLE BOUDICCA LARGE BRACELET,9,9/26/11 15:35,"6,95",Germany
568350,90160D,PINK BOUDICCA LARGE BRACELET,9,9/26/11 15:35,"6,95",Germany
568350,90160B,RED BOUDICCA LARGE BRACELET,9,9/26/11 15:35,"6,95",Germany
568350,90160C,TURQ+RED BOUDICCA LARGE BRACELET,6,9/26/11 15:35,"6,95",Germany
568350,90161B,ANT COPPER TURQ BOUDICCA BRACELET,9,9/26/11 15:35,"4,95",Germany
568350,90161C,ANT COPPER LIME BOUDICCA BRACELET,6,9/26/11 15:35,"4,95",Germany
568350,90161D,ANT COPPER PINK BOUDICCA BRACELET,6,9/26/11 15:35,"4,95",Germany
568350,90201B,BLACK ENAMEL FLOWER RING,18,9/26/11 15:35,"2,95",Germany
568350,90201D,GREEN ENAMEL FLOWER RING,18,9/26/11 15:35,"2,95",Germany
568350,90201A,PURPLE ENAMEL FLOWER RING,18,9/26/11 15:35,"2,95",Germany
568350,90201C,RED ENAMEL FLOWER RING,12,9/26/11 15:35,"2,95",Germany
568350,17003,BROCADE RING PURSE,36,9/26/11 15:35,"0,39",Germany
568350,22512,DOORSTOP RACING CAR DESIGN,4,9/26/11 15:35,"3,75",Germany
568350,22513,DOORSTOP FOOTBALL DESIGN,4,9/26/11 15:35,"3,75",Germany
568350,90030B,RED KUKUI COCONUT SEED NECKLACE,24,9/26/11 15:35,1,Germany
568350,90030A,SPOTTED WHITE NATURAL SEED NECKLACE,24,9/26/11 15:35,1,Germany
568350,90031,BILI NUT AND WOOD NECKLACE,24,9/26/11 15:35,1,Germany
568350,90030C,BROWN KUKUI COCONUT SEED NECKLACE,24,9/26/11 15:35,1,Germany
568350,POST,POSTAGE,2,9/26/11 15:35,18,Germany
C571009,90201A,PURPLE ENAMEL FLOWER RING,-4,10/13/11 12:12,"2,95",Germany
C571009,90160A,PURPLE BOUDICCA LARGE BRACELET,-7,10/13/11 12:12,"6,95",Germany
