InvoiceNo,StockCode,Description,Quantity,date,price,Country
579901,22055,MINI CAKE STAND  HANGING STRAWBERY,8,12/1/11 8:35,"1,65",Germany
579901,21232,STRAWBERRY CERAMIC TRINKET POT,12,12/1/11 8:35,"1,25",Germany
579901,22649,STRAWBERRY FAIRY CAKE TEAPOT,8,12/1/11 8:35,"4,95",Germany
579901,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,12/1/11 8:35,"1,49",Germany
579901,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,12/1/11 8:35,"1,49",Germany
579901,47559B,TEA TIME OVEN GLOVE,10,12/1/11 8:35,"1,25",Germany
579901,47567B,TEA TIME KITCHEN APRON,3,12/1/11 8:35,"5,95",Germany
579901,23578,SNACK TRAY RED GINGHAM,8,12/1/11 8:35,"1,95",Germany
579901,22398,MAGNETS PACK OF 4 SWALLOWS,12,12/1/11 8:35,"0,39",Germany
579901,POST,POSTAGE,3,12/1/11 8:35,18,Germany
580154,22624,IVORY KITCHEN SCALES,2,12/2/11 10:24,"8,5",Germany
580154,22626,BLACK KITCHEN SCALES,2,12/2/11 10:24,"8,5",Germany
580154,21481,FAWN BLUE HOT WATER BOTTLE,4,12/2/11 10:24,"3,75",Germany
580154,POST,POSTAGE,1,12/2/11 10:24,18,Germany
580531,21232,STRAWBERRY CERAMIC TRINKET POT,24,12/4/11 15:47,"1,25",Germany
580531,22223,CAKE PLATE LOVEBIRD PINK,3,12/4/11 15:47,"4,95",Germany
580531,22471,TV DINNER TRAY AIR HOSTESS,6,12/4/11 15:47,"4,95",Germany
580531,POST,POSTAGE,1,12/4/11 15:47,18,Germany
580548,22624,IVORY KITCHEN SCALES,2,12/5/11 9:41,"8,5",Germany
580548,22625,RED KITCHEN SCALES,2,12/5/11 9:41,"8,5",Germany
580548,22626,BLACK KITCHEN SCALES,2,12/5/11 9:41,"8,5",Germany
580548,POST,POSTAGE,1,12/5/11 9:41,18,Germany
581183,22199,FRYING PAN RED RETROSPOT,6,12/7/11 16:24,"1,25",Germany
581183,22200,FRYING PAN PINK POLKADOT,6,12/7/11 16:24,"1,25",Germany
581183,22398,MAGNETS PACK OF 4 SWALLOWS,24,12/7/11 16:24,"0,39",Germany
581183,22057,CERAMIC PLATE STRAWBERRY DESIGN,16,12/7/11 16:24,"0,39",Germany
581183,22059,CERAMIC STRAWBERRY DESIGN MUG,24,12/7/11 16:24,"0,39",Germany
581183,22055,MINI CAKE STAND  HANGING STRAWBERY,16,12/7/11 16:24,"0,39",Germany
581183,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,18,12/7/11 16:24,"0,79",Germany
581183,22123,PING MICROWAVE APRON,12,12/7/11 16:24,"0,79",Germany
581183,22124,SET OF 2 TEA TOWELS PING MICROWAVE,12,12/7/11 16:24,"0,79",Germany
581183,POST,POSTAGE,4,12/7/11 16:24,18,Germany
581184,22221,CAKE STAND LOVEBIRD 2 TIER PINK,6,12/7/11 16:24,"2,95",Germany
581184,22475,SKULL DESIGN TV DINNER TRAY,8,12/7/11 16:24,"1,95",Germany
581184,22776,SWEETHEART 3 TIER CAKE STAND,2,12/7/11 16:24,"9,95",Germany
581184,POST,POSTAGE,2,12/7/11 16:24,18,Germany
581184,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,6,12/7/11 16:24,"2,95",Germany
