InvoiceNo,StockCode,Description,Quantity,date,price,Country
569867,21210,SET OF 72 RETROSPOT PAPER  DOILIES,24,10/6/11 14:54,"1,45",Germany
569867,21974,SET OF 36 PAISLEY FLOWER DOILIES,24,10/6/11 14:54,"1,45",Germany
569867,21211,SET OF 72 SKULL PAPER  DOILIES,24,10/6/11 14:54,"1,45",Germany
569867,84987,SET OF 36 TEATIME PAPER DOILIES,24,10/6/11 14:54,"1,45",Germany
569867,84988,SET OF 72 PINK HEART PAPER DOILIES,24,10/6/11 14:54,"1,45",Germany
569867,21212,PACK OF 72 RETROSPOT CAKE CASES,24,10/6/11 14:54,"0,55",Germany
569867,21213,PACK OF 72 SKULL CAKE CASES,24,10/6/11 14:54,"0,55",Germany
569867,23307,SET OF 60 PANTRY DESIGN CAKE CASES,24,10/6/11 14:54,"0,55",Germany
569867,84992,72 SWEETHEART FAIRY CAKE CASES,24,10/6/11 14:54,"0,55",Germany
569867,22956,36 FOIL HEART CAKE CASES,12,10/6/11 14:54,"2,1",Germany
569867,84378,SET OF 3 HEART COOKIE CUTTERS,12,10/6/11 14:54,"1,45",Germany
569867,21481,FAWN BLUE HOT WATER BOTTLE,4,10/6/11 14:54,"3,75",Germany
569867,POST,POSTAGE,2,10/6/11 14:54,18,Germany
569907,22223,CAKE PLATE LOVEBIRD PINK,6,10/6/11 16:41,"4,95",Germany
569907,22222,CAKE PLATE LOVEBIRD WHITE,6,10/6/11 16:41,"4,95",Germany
569907,POST,POSTAGE,1,10/6/11 16:41,18,Germany
570784,21154,RED RETROSPOT OVEN GLOVE,10,10/12/11 11:49,"1,25",Germany
570784,21035,SET/2 RED RETROSPOT TEA TOWELS,12,10/12/11 11:49,"3,25",Germany
570784,22625,RED KITCHEN SCALES,2,10/12/11 11:49,"8,5",Germany
570784,22624,IVORY KITCHEN SCALES,2,10/12/11 11:49,"8,5",Germany
570784,POST,POSTAGE,1,10/12/11 11:49,18,Germany
