InvoiceNo,StockCode,Description,Quantity,date,price,Country
547383,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,3/22/11 15:42,"4,95",Germany
547383,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,3/22/11 15:42,"0,85",Germany
547383,21094,SET/6 RED SPOTTY PAPER PLATES,12,3/22/11 15:42,"0,85",Germany
547383,21086,SET/6 RED SPOTTY PAPER CUPS,12,3/22/11 15:42,"0,65",Germany
547383,21537,RED RETROSPOT PUDDING BOWL,4,3/22/11 15:42,"4,25",Germany
547383,21533,RETROSPOT LARGE MILK JUG,3,3/22/11 15:42,"4,95",Germany
547383,22139,RETROSPOT TEA SET CERAMIC 11 PC,3,3/22/11 15:42,"4,95",Germany
547383,20981,12 PENCILS TALL TUBE WOODLAND,12,3/22/11 15:42,"0,85",Germany
547383,21504,SKULLS GREETING CARD,12,3/22/11 15:42,"0,42",Germany
547383,22993,SET OF 4 PANTRY JELLY MOULDS,12,3/22/11 15:42,"1,25",Germany
547383,85099B,JUMBO BAG RED RETROSPOT,10,3/22/11 15:42,"1,95",Germany
547383,20982,12 PENCILS TALL TUBE SKULLS,12,3/22/11 15:42,"0,85",Germany
547383,16238,PARTY TIME PENCIL ERASERS,28,3/22/11 15:42,"0,21",Germany
547383,16237,SLEEPING CAT ERASERS,30,3/22/11 15:42,"0,21",Germany
547383,22564,ALPHABET STENCIL CRAFT,12,3/22/11 15:42,"1,25",Germany
547383,22563,HAPPY STENCIL CRAFT,12,3/22/11 15:42,"1,25",Germany
547383,22562,MONSTERS STENCIL CRAFT,12,3/22/11 15:42,"1,25",Germany
547383,21679,SKULLS  STICKERS,12,3/22/11 15:42,"0,85",Germany
547383,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,3/22/11 15:42,"1,65",Germany
547383,22553,PLASTERS IN TIN SKULLS,12,3/22/11 15:42,"1,65",Germany
547383,22557,PLASTERS IN TIN VINTAGE PAISLEY,12,3/22/11 15:42,"1,65",Germany
547383,22556,PLASTERS IN TIN CIRCUS PARADE,12,3/22/11 15:42,"1,65",Germany
547383,22555,PLASTERS IN TIN STRONGMAN,12,3/22/11 15:42,"1,65",Germany
547383,22551,PLASTERS IN TIN SPACEBOY,12,3/22/11 15:42,"1,65",Germany
547383,22962,JAM JAR WITH PINK LID,12,3/22/11 15:42,"0,85",Germany
547383,22963,JAM JAR WITH GREEN LID,12,3/22/11 15:42,"0,85",Germany
547383,22819,"BIRTHDAY CARD, RETRO SPOT",12,3/22/11 15:42,"0,42",Germany
547383,22452,MEASURING TAPE BABUSHKA PINK,6,3/22/11 15:42,"2,95",Germany
547383,22453,MEASURING TAPE BABUSHKA BLUE,6,3/22/11 15:42,"2,95",Germany
547383,22960,JAM MAKING SET WITH JARS,6,3/22/11 15:42,"4,25",Germany
547383,22961,JAM MAKING SET PRINTED,12,3/22/11 15:42,"1,45",Germany
547383,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,3/22/11 15:42,"0,85",Germany
547383,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,3/22/11 15:42,"2,95",Germany
547383,20712,JUMBO BAG WOODLAND ANIMALS,10,3/22/11 15:42,"1,95",Germany
547383,22386,JUMBO BAG PINK POLKADOT,10,3/22/11 15:42,"1,95",Germany
547383,22663,JUMBO BAG DOLLY GIRL DESIGN,10,3/22/11 15:42,"1,95",Germany
547383,21931,JUMBO STORAGE BAG SUKI,10,3/22/11 15:42,"1,95",Germany
547383,22385,JUMBO BAG SPACEBOY DESIGN,10,3/22/11 15:42,"1,95",Germany
547383,20684,STRAWBERRY DREAM CHILDS UMBRELLA,6,3/22/11 15:42,"3,25",Germany
547383,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,3/22/11 15:42,"5,45",Germany
547383,47590B,PINK HAPPY BIRTHDAY BUNTING,3,3/22/11 15:42,"5,45",Germany
547383,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,24,3/22/11 15:42,"1,65",Germany
547383,22467,GUMBALL COAT RACK,12,3/22/11 15:42,"2,55",Germany
547383,21250,SET OF SKULL WALL STICKERS,6,3/22/11 15:42,"2,95",Germany
547383,POST,POSTAGE,3,3/22/11 15:42,18,Germany
547384,POST,POSTAGE,1,3/22/11 15:46,18,Germany
554699,23084,RABBIT NIGHT LIGHT,6,5/26/11 9:17,"2,08",Germany
554699,23199,JUMBO BAG APPLES,20,5/26/11 9:17,"2,08",Germany
554699,23200,JUMBO BAG PEARS,20,5/26/11 9:17,"2,08",Germany
554699,23298,SPOTTY BUNTING,3,5/26/11 9:17,"4,95",Germany
554699,23201,JUMBO BAG ALPHABET,10,5/26/11 9:17,"2,08",Germany
554699,23202,JUMBO BAG VINTAGE LEAF,10,5/26/11 9:17,"2,08",Germany
554699,21556,CERAMIC STRAWBERRY MONEY BOX,6,5/26/11 9:17,"2,55",Germany
554699,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,5/26/11 9:17,"1,65",Germany
554699,22556,PLASTERS IN TIN CIRCUS PARADE,12,5/26/11 9:17,"1,65",Germany
554699,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,5/26/11 9:17,"2,95",Germany
