InvoiceNo,StockCode,Description,Quantity,date,price,Country
569861,22629,SPACEBOY LUNCH BOX,12,10/6/11 14:37,"1,95",Germany
569861,23291,DOLLY GIRL CHILDRENS CUP,16,10/6/11 14:37,"1,25",Germany
569861,23289,DOLLY GIRL CHILDRENS BOWL,16,10/6/11 14:37,"1,25",Germany
569861,23290,SPACEBOY CHILDRENS BOWL,8,10/6/11 14:37,"1,25",Germany
569861,22972,CHILDREN'S SPACEBOY MUG,12,10/6/11 14:37,"1,65",Germany
569861,22630,DOLLY GIRL LUNCH BOX,12,10/6/11 14:37,"1,95",Germany
569861,22974,CHILDRENS DOLLY GIRL MUG,12,10/6/11 14:37,"1,65",Germany
569861,22492,MINI PAINT SET VINTAGE,36,10/6/11 14:37,"0,65",Germany
569861,84078A,SET/4 WHITE RETRO STORAGE CUBES,1,10/6/11 14:37,"39,95",Germany
569861,21531,RED RETROSPOT SUGAR JAM BOWL,6,10/6/11 14:37,"2,55",Germany
569861,23240,SET OF 4 KNICK KNACK TINS DOILY,6,10/6/11 14:37,"4,15",Germany
569861,23236,STORAGE TIN VINTAGE DOILY,6,10/6/11 14:37,"2,89",Germany
569861,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,10/6/11 14:37,"2,95",Germany
569861,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,12,10/6/11 14:37,"1,25",Germany
569861,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,10/6/11 14:37,"2,95",Germany
569861,23292,SPACEBOY CHILDRENS CUP,8,10/6/11 14:37,"1,25",Germany
569861,POST,POSTAGE,3,10/6/11 14:37,18,Germany
C570963,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,-1,10/13/11 11:49,"1,25",Germany
C570963,21531,RED RETROSPOT SUGAR JAM BOWL,-1,10/13/11 11:49,"2,55",Germany
C570963,23289,DOLLY GIRL CHILDRENS BOWL,-2,10/13/11 11:49,"1,25",Germany
C570963,23280,FOLDING BUTTERFLY MIRROR HOT PINK,-2,10/13/11 11:49,"0,83",Germany
C576229,23236,STORAGE TIN VINTAGE DOILY,-3,11/14/11 13:13,"2,89",Germany
576630,22326,ROUND SNACK BOXES SET OF4 WOODLAND,18,11/16/11 8:38,"2,95",Germany
576630,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,12,11/16/11 8:38,"1,25",Germany
576630,21452,TOADSTOOL MONEY BOX,6,11/16/11 8:38,"2,95",Germany
576630,20750,RED RETROSPOT MINI CASES,2,11/16/11 8:38,"7,95",Germany
576630,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,11/16/11 8:38,"2,95",Germany
576630,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,6,11/16/11 8:38,"2,95",Germany
576630,23475,WOODLAND SMALL PINK FELT HEART,12,11/16/11 8:38,"0,83",Germany
576630,23473,WOODLAND SMALL RED FELT HEART,12,11/16/11 8:38,"0,83",Germany
576630,23474,WOODLAND SMALL BLUE FELT HEART,12,11/16/11 8:38,"0,83",Germany
576630,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,11/16/11 8:38,"3,75",Germany
576630,POST,POSTAGE,1,11/16/11 8:38,18,Germany
